"B","j","proj_lambda","delta_lambda","psi_proj","psi_delta","se_proj","se_delta","lower_proj","upper_proj","lower_delta","upper_delta"
1,1,0.408700577478333,0.408700577478333,1.91616166006455,1.91585755749925,0.217030756445994,0.171814827053214,1.4907813774304,2.34154194269869,1.57910049647495,2.25261461852355
1,2,0.390124505468743,0.390124505468743,1.91616460628343,1.91585755729281,0.217029286603583,0.17182215279675,1.4907872045404,2.34154200802645,1.57908613781118,2.25262897677444
1,3,0.37239274460115,0.37239274460115,1.91613297806525,1.91585805934959,0.217030279044175,0.17150786884541,1.49075363113867,2.34151232499183,1.57970263641259,2.2520134822866
1,4,0.355466919631092,0.355466919631092,1.91611449864611,1.91585809207662,0.217030496731279,0.171417968311394,1.49073472505281,2.34149427223942,1.57987887418629,2.25183730996695
1,5,0.339310399528195,0.339310399528195,1.91627363303051,1.91587008562222,0.217006134009549,0.172742066633379,1.49094161037179,2.34160565568923,1.5772956350208,2.25444453622365
1,6,0.323888218198949,0.323888218198949,1.91637145279151,1.97948008640591,0.216995781880788,0.179942462160072,1.49105972030516,2.34168318527785,1.62679286057217,2.33216731223965
1,7,0.309166998812758,0.309166998812758,1.91634908591814,1.96426152204735,0.216999688820776,0.180160346682504,1.49102969582942,2.34166847600686,1.61114724254965,2.31737580154506
1,8,0.295114881567489,0.295114881567489,1.91634841185626,1.96265598832016,0.21699992139899,0.180110788711833,1.49102856591424,2.34166825779828,1.60963884244497,2.31567313419535
1,9,0.281701454738187,0.281701454738187,1.91633502709271,1.9634521657435,0.21699826483803,0.180791630007171,1.49101842801017,2.34165162617525,1.60910057092945,2.31780376055756
1,10,0.26889768885973,0.26889768885973,1.91634201455763,1.95708097860206,0.216997917521997,0.181173594546271,1.49102609621451,2.34165793290074,1.60198073329136,2.31218122391275
1,11,0.256675873900989,0.256675873900989,1.916341617712,1.95788942999135,0.216997984188409,0.181158208009899,1.49102556870272,2.34165766672128,1.60281934229195,2.31295951769075
1,12,0.245009559294517,0.245009559294517,1.91634596123714,1.95788940062774,0.216997920353403,0.181160556201282,1.49103003734447,2.34166188512981,1.60281471047323,2.31296409078226
1,13,0.233873496691977,0.233873496691977,1.91637839018489,1.96134205447221,0.216996138913155,0.179712768136278,1.49106595791511,2.34169082245467,1.60910502892511,2.31357908001932
2,1,0.261206835195718,0.261206835195718,1.54540533695859,1.56685900169848,0.164804450256736,0.147810953724975,1.22238861445539,1.86842205946179,1.27714953239753,1.85656847099943
2,2,0.249334581405594,0.249334581405594,1.54540820603821,1.5668589948735,0.164804522483934,0.147786122616316,1.2223913419697,1.86842507010672,1.27719819454552,1.85651979520148
2,3,0.238001939873134,0.238001939873134,1.54555819075505,1.56685514926613,0.164832519040971,0.147412451345281,1.22248645343475,1.86862992807535,1.27792674462938,1.85578355390288
2,4,0.227184384388423,0.227184384388423,1.54558013842397,1.56685119852078,0.164854970801487,0.148137438819546,1.22246439565306,1.86869588119489,1.27650181843447,1.85720057860709
2,5,0.216858503495638,0.216858503495638,1.54562705473494,1.56685120505195,0.164848273260368,0.148170501627196,1.22252443914462,1.86872967032526,1.27643702186264,1.85726538824125
2,6,0.207001949825756,0.207001949825756,1.54562705473494,1.56685120812502,0.164848273260368,0.148185661429613,1.22252443914462,1.86872967032526,1.27640731172298,1.85729510452706
2,7,0.197593391732166,0.197593391732166,1.54637790589495,1.56685120566627,0.164880704902271,0.14818846161545,1.2232117242865,1.8695440875034,1.27640182089999,1.85730059043255
2,8,0.188612467124516,0.188612467124516,1.54667426456663,1.56684819895742,0.164907219773627,0.147919805077799,1.22345611381033,1.86989241532294,1.27692538100494,1.85677101690991
2,9,0.180039739400888,0.180039739400888,1.54679422637404,1.56684819926953,0.16490891397943,0.14791717031229,1.22357275497435,1.87001569777372,1.27693054545745,1.85676585308162
2,10,0.171856655382917,0.171856655382917,1.54684305973306,1.56684797076378,0.164913174646541,0.14789523307723,1.22361323742584,1.87007288204028,1.27697331393241,1.85672262759515
2,11,0.164045505162828,0.164045505162828,1.54775887612653,1.56684760470442,0.164861307479614,0.148161159298232,1.22463071346649,1.87088703878657,1.27645173247989,1.85724347692896
2,12,0.156589383775488,0.156589383775488,1.54774120291536,1.56684757988356,0.164859484045964,0.148234641695941,1.22461661418528,1.87086579164545,1.27630768215951,1.8573874776076
2,13,0.14947215461252,0.14947215461252,1.54776147133228,1.56683414335568,0.164860700553859,0.147414166950008,1.22463449824672,1.87088844441785,1.27790237613366,1.85576591057769
2,14,0.1426784144993,0.1426784144993,1.54754743259838,1.56683333254521,0.164869409722724,0.1476089060311,1.22440338954184,1.87069147565492,1.27751987672426,1.85614678836617
2,15,0.136193460359264,0.136193460359264,1.54783570934247,1.56683333857709,0.16491960432856,0.147809382714473,1.2245932848585,1.87107813382645,1.27712694845672,1.85653972869745
2,16,0.13000325739337,0.13000325739337,1.54785229535956,1.56683326831904,0.164922890717246,0.147809167211121,1.22460342955375,1.87110116116536,1.27712730058524,1.85653923605284
3,1,0.473165270237174,0.473165270237174,1.45879820495143,1.48601928375415,0.171196430859147,0.143296348232477,1.1232532004675,1.79434320943536,1.2051584412185,1.76688012628981
3,2,0.451659178450874,0.451659178450874,1.4596734726729,1.46297027583434,0.171032921011706,0.14687840150858,1.12444894748995,1.79489799785584,1.17508860887752,1.75085194279115
