"n","B","j","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,1,1,1.4788592037367,1.48250899577209,1.24346871254072,1.24841403709107,1.71424969493267,1.71660395445311
500,2,1,1.47224257481422,1.43626617235199,1.22986507095759,1.21339956830413,1.71462007867085,1.65913277639985
500,3,1,1.44166821225661,1.4255783248402,1.20432558140951,1.19036920215292,1.6790108431037,1.66078744752747
500,4,1,1.41366031968626,1.40494636779986,1.18765293743184,1.18071544328569,1.63966770194069,1.62917729231404
500,5,1,1.45726262672347,1.44157419050829,1.20732822557083,1.20204354521071,1.70719702787611,1.68110483580587
500,6,1,1.5231852747748,1.54048155037417,1.25639708474516,1.28372840603253,1.78997346480444,1.7972346947158
500,7,1,1.26487405366525,1.26074860296749,1.02084290958986,1.02765645216459,1.50890519774063,1.49384075377039
500,8,1,1.63567186165424,1.59156741759087,1.38818343493269,1.348663662141,1.88316028837579,1.83447117304073
500,9,1,1.59807625356247,1.59188478857636,1.36773427849645,1.36241428469959,1.82841822862849,1.82135529245312
500,10,1,1.51646110917556,1.51660294766588,1.27760433043579,1.28523340838948,1.75531788791532,1.74797248694228
500,11,1,1.46981337569259,1.46687201423755,1.22163464954703,1.22395639420148,1.71799210183815,1.70978763427362
500,12,1,1.68067670042834,1.65101110681793,1.42508628020623,1.40077527055684,1.93626712065045,1.90124694307901
500,13,1,1.42502667512315,1.44303129059073,1.17477372721229,1.19308551368565,1.675279623034,1.69297706749581
500,14,1,1.72082126314768,1.66759123878076,1.46582489295928,1.42307968454684,1.97581763333608,1.91210279301467
500,15,1,1.57600741438374,1.53936878522494,1.34312286742952,1.31297035923556,1.80889196133797,1.76576721121432
500,16,1,1.65965537148665,1.62296935880912,1.42825060333738,1.396858959278,1.89106013963592,1.84907975834025
500,17,1,1.66412619332823,1.62429320536536,1.43369925603712,1.39600186499966,1.89455313061933,1.85258454573106
500,18,1,1.39596753924853,1.42976434039604,1.16500711501103,1.20254856663265,1.62692796348603,1.65698011415943
500,19,1,1.47511001612341,1.53937423851681,1.22616860419427,1.29733394447589,1.72405142805254,1.78141453255772
500,20,1,1.44049022560428,1.44832379653865,1.19504712170142,1.20674632628692,1.68593332950714,1.68990126679037
500,21,1,1.45800924591084,1.52543959829877,1.21695810151812,1.28613541658507,1.69906039030355,1.76474378001247
500,22,1,1.14477511897196,1.17297897138706,0.916479141307746,0.945511295006672,1.37307109663618,1.40044664776746
500,23,1,1.50350541092361,1.5538483817657,1.2449768455306,1.30399737815794,1.76203397631663,1.80369938537346
500,24,1,1.67030901653868,1.6413511366005,1.44123928317782,1.41331449195736,1.89937874989954,1.86938778124364
500,25,1,1.39007818692172,1.37511939831089,1.15828154020803,1.14576804182168,1.62187483363542,1.6044707548001
500,26,1,1.29887454433909,1.30860931542254,1.0662648122942,1.07558586429417,1.53148427638397,1.54163276655091
500,27,1,1.21340503197473,1.26216170030865,0.971244270852598,1.02327766860448,1.45556579309685,1.50104573201282
500,28,1,1.54431803749517,1.56234721762872,1.31539958957707,1.33368923713378,1.77323648541326,1.79100519812365
500,29,1,1.6862595698654,1.70413428675403,1.44355905372935,1.46578812810995,1.92896008600146,1.9424804453981
500,30,1,1.55639596735277,1.55068665657083,1.32842200593106,1.32082698155538,1.78436992877449,1.78054633158629
500,31,1,1.65157711319499,1.70420100485406,1.41470441246556,1.47723069998931,1.88844981392443,1.93117130971882
500,32,1,1.43304970735933,1.44784567586516,1.1805641232057,1.20497796803023,1.68553529151296,1.6907133837001
500,33,1,1.51890256405142,1.48819418804673,1.25790883193867,1.23654288971842,1.77989629616416,1.73984548637505
500,34,1,1.43348264387977,1.49043988081387,1.19249237580489,1.25331333692374,1.67447291195464,1.72756642470401
500,35,1,1.50751925359336,1.4946614527707,1.27193974960314,1.25919108521765,1.74309875758357,1.73013182032375
500,36,1,1.53367790508393,1.47605650379758,1.28422590222492,1.23056788455764,1.78312990794295,1.72154512303751
500,37,1,1.58692849108228,1.54317140749877,1.34863532040499,1.30563117871903,1.82522166175958,1.78071163627851
500,38,1,1.52416046831313,1.49957441056016,1.28795797183612,1.26376433318503,1.76036296479015,1.73538448793529
500,39,1,1.45453215750061,1.46567407070002,1.22258659078619,1.23499996333474,1.68647772421503,1.69634817806529
500,40,1,1.54442107287625,1.49523788789417,1.27380157617349,1.23336993827381,1.81504056957901,1.75710583751453
500,41,1,1.63951622124345,1.59605372973238,1.36314026528897,1.33573577194276,1.91589217719794,1.85637168752199
500,42,1,1.50792026776251,1.53531960170099,1.24788065406332,1.28335666498583,1.7679598814617,1.78728253841614
500,43,1,1.52123395346656,1.50883364889483,1.27235633835918,1.26214277017865,1.77011156857395,1.755524527611
500,44,1,1.51806735321185,1.51368324926694,1.27066144968235,1.26790153055605,1.76547325674135,1.75946496797784
500,45,1,1.51206414857768,1.57970364944128,1.27432556746916,1.34778195087075,1.7498027296862,1.81162534801181
500,46,1,1.44581125413566,1.39294873034033,1.20739583463309,1.15383496903486,1.68422667363823,1.63206249164579
500,47,1,1.29793464007361,1.28511197533518,1.04750740054128,1.03945704467879,1.54836187960594,1.53076690599157
500,48,1,1.40931668665701,1.43768380502982,1.15959345495349,1.18846746772673,1.65903991836054,1.68690014233291
500,49,1,1.3252122135273,1.36629615528257,1.08907222414924,1.12998772405632,1.56135220290535,1.60260458650881
500,50,1,1.62504515768271,1.64638376425001,1.38320498272538,1.40928991459373,1.86688533264004,1.88347761390628
