"n","B","j","lambda_relax","lambda_tmle","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,3,37,0.0296076265352317,0.0296076265352317,1.42702627940415,1.38816965635208,1.23445459800168,1.21057702924374,1.61959796080661,1.56576228346042
500,3,38,0.0282619142146254,0.0282619142146254,1.42829884777724,1.38801942882901,1.23586321606919,1.21041549028678,1.62073447948528,1.56562336737125
500,3,39,0.0269773665958798,0.0269773665958798,1.43053135938456,1.38819896798328,1.23684506829716,1.21034843419338,1.62421765047195,1.56604950177318
500,3,40,0.0257512036488976,0.0257512036488976,1.43342267030234,1.38818137428332,1.2407049189182,1.21048588047712,1.62614042168648,1.56587686808952
500,3,41,0.0245807717002398,0.0245807717002398,1.43062861776046,1.39120721751929,1.23658333256758,1.21381464299517,1.62467390295335,1.56859979204342
500,3,42,0.0234635376900207,0.0234635376900207,1.43591234940191,1.39306532173004,1.24175800978689,1.21457639253377,1.63006668901693,1.5715542509263
500,3,43,0.0223970836898361,0.0223970836898361,1.4261371937056,1.39522364083967,1.23311681965268,1.21654149346288,1.61915756775851,1.57390578821645
500,3,44,0.021379101669859,0.021379101669859,1.40740709879567,1.38833412173161,1.21555023995346,1.21018402449629,1.59926395763787,1.56648421896693
500,3,45,0.0204073885037803,0.0204073885037803,1.40719374020883,1.38695328569183,1.21550689708911,1.20905604950041,1.59888058332855,1.56485052188325
500,3,46,0.019479841200782,0.019479841200782,1.41772792597058,1.38618017682745,1.22541709951387,1.20852493081642,1.61003875242729,1.56383542283848
500,3,47,0.018594452354224,0.018594452354224,1.42431146352597,1.38921811006686,1.23147468399921,1.21146356846911,1.61714824305273,1.5669726516646
500,3,48,0.0177493057971965,0.0177493057971965,1.44965813580056,1.3926681362444,1.25315313608155,1.21499910543632,1.64616313551957,1.57033716705249
500,3,49,0.0169425724555329,0.0169425724555329,1.44969342788635,1.3926681210783,1.25315910429157,1.21499909156286,1.64622775148112,1.57033715059374
500,3,50,0.0161725063893102,0.0161725063893102,1.4539929207601,1.38959411967596,1.25753844264069,1.21210420199089,1.65044739887951,1.56708403736104
500,3,51,0.0154374410142697,0.0154374410142697,1.44551499719974,1.38482268516115,1.24871710297962,1.20673737791034,1.64231289141986,1.56290799241197
500,3,52,0.0147357854949793,0.0147357854949793,1.4409242095848,1.38358998254323,1.24419454473125,1.20524854485343,1.63765387443835,1.56193142023304
500,3,53,0.0140660213019323,0.0140660213019323,1.44690119433877,1.38612034782931,1.24798879939733,1.20722057737668,1.64581358928021,1.56502011828193
