"n","B","j","lambda","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,1,1,0.928848460206077,1.5434001789875,1.47691008994976,1.22844266342691,1.17002095368414,1.85835769454809,1.78379922621538
500,1,2,0.640219213992299,2.83373688937654,1.43123458845537,2.24365578953929,1.13463346591517,3.42381798921379,1.72783571099558
500,1,3,0.611120262641601,2.93990428035717,1.43198664120894,2.34155047458652,1.13520772716059,3.53825808612782,1.72876555525729
500,1,4,0.402076325053369,3.1347942341439,1.56487397440164,2.52544499982402,1.25196440310924,3.74414346846379,1.87778354569403
500,1,5,0.333810828789249,2.48831453699927,1.54099740339457,1.79548123602056,1.23261504547219,3.18114783797799,1.84937976131696
500,1,6,0.290331635402465,2.5345119876186,1.54759444619243,1.82967810873823,1.2408749447491,3.23934586649897,1.85431394763576
500,1,7,0.264539373100828,1.92808948459461,1.53109127749652,1.18622008634025,1.23303963310402,2.66995888284896,1.82914292188901
500,1,8,0.252515650319684,1.797481547656,1.52615471688809,1.03490673163479,1.22898879413583,2.56005636367721,1.82332063964034
500,1,9,0.230082855907578,1.79293801477147,1.48382806512006,0.997963202163231,1.16994691377543,2.58791282737971,1.79770921646468
500,1,10,0.209642929123672,1.81091067098957,1.46641397058523,1.01198149094349,1.1456945561819,2.60983985103565,1.78713338498857
500,1,11,0.166138436091333,1.81430940498946,1.45946521768261,1.01057421957783,1.13835697785396,2.6180445904011,1.78057345751126
500,1,12,0.158587187763192,1.97281910014249,1.45927196448471,1.18862259075026,1.13816923798962,2.75701560953473,1.78037469097979
500,1,13,0.144498739086915,1.95734098142287,1.45006563724753,1.17546923291729,1.12862454881655,2.73921272992845,1.7715067256785
500,1,14,0.137931048384996,1.91652262249281,1.45271206759056,1.13479831394306,1.13037548575435,2.69824693104257,1.77504864942676
500,1,15,0.131661869361646,1.96157150846935,1.454005309858,1.17075168532299,1.13158656899391,2.7523913316157,1.77642405072209
500,1,16,0.119965391762875,2.05412283704443,1.46456135524029,1.26119275441537,1.14509559427536,2.84705291967349,1.78402711620523
500,1,17,0.114512779560085,2.2291577974776,1.45866141779627,1.39148355819571,1.13872255869175,3.06683203675948,1.7786002769008
500,1,18,0.109307996997136,2.16149239901561,1.45595563540954,1.33487713643619,1.13614562909514,2.98810766159503,1.77576564172395
500,1,19,0.104339779834412,2.20114871943814,1.42755520493479,1.36935863030659,1.10488807112383,3.03293880856968,1.75022233874576
500,1,20,0.0995973758093739,2.20893297225596,1.42285527850096,1.37645586774514,1.10105771936708,3.04141007676678,1.74465283763485
500,1,21,0.0907494194443393,2.38621797263303,1.41160440904743,1.55185091287259,1.08816513677033,3.22058503239346,1.73504368132452
500,1,22,0.0826874911367847,2.34960739528035,1.43625512820167,1.49609688212056,1.10492887785555,3.20311790844014,1.76758137854779
500,1,23,0.078929217049857,2.32681024126105,1.42476619346207,1.48468548179864,1.08884489514815,3.16893500072345,1.76068749177598
500,1,24,0.0753417623204679,2.35984408688566,1.43335682173251,1.5156316519977,1.0961832756601,3.20405652177362,1.77053036780492
500,1,25,0.0719173629451853,2.48575018874702,1.43464215490909,1.62770333922421,1.09622427523524,3.34379703826983,1.77306003458294
500,1,26,0.0686486078065156,2.45585562716163,1.41695455240319,1.59457560611981,1.06990472830554,3.31713564820344,1.76400437650084
500,1,27,0.065528422633693,2.49345935996729,1.41555933085503,1.62447979600063,1.06826967441368,3.36243892393396,1.76284898729637
500,1,28,0.0625500546924761,2.42678831044453,1.41387505109422,1.55893647007687,1.06880984934113,3.2946401508122,1.75894025284731
500,1,29,0.0597070581708164,2.42936499450904,1.41522794699279,1.56234788937146,1.070194087341,3.29638209964662,1.76026180664459
500,1,30,0.0569932802287711,2.43430637192089,1.41353554625943,1.55100867651554,1.06872311858552,3.31760406732625,1.75834797393334
500,1,31,0.0544028476824689,2.47840379178887,1.42191048679519,1.59298122871641,1.07513757569005,3.36382635486133,1.76868339790033
500,1,32,0.0519301542933095,2.45235066686085,1.42740692626442,1.54399470903927,1.08071718462373,3.36070662468243,1.77409666790511
500,1,33,0.0495698486348895,2.42687960266959,1.41781094968586,1.51129074717214,1.0673393229859,3.34246845816704,1.76828257638581
500,1,34,0.0473168225113945,2.38787476128609,1.40929049328927,1.46351699668024,1.0525832776698,3.31223252589195,1.76599770890875
500,1,35,0.0451661999023935,2.42883370121296,1.41105692878338,1.49986561985567,1.05472225663874,3.35780178257025,1.76739160092801
