"n","B","j","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,1,1,1.19786676678032,1.21286321208424,1.02597359126867,1.04120603946818,1.36975994229198,1.38452038470029
500,2,1,1.25305400279649,1.24358248075971,1.09032802999862,1.08041752287422,1.41577997559437,1.4067474386452
500,3,1,1.16063990292329,1.17139324519358,0.984974141930118,0.999263935631902,1.33630566391647,1.34352255475525
500,4,1,1.19053111728102,1.17668871972021,1.02637882935045,1.01174494972571,1.35468340521159,1.34163248971471
500,5,1,1.22106458875063,1.22802504830561,1.04316885577713,1.05103473778184,1.39896032172413,1.40501535882938
500,6,1,1.25669178529623,1.26555647614712,1.07760409588999,1.08736477097993,1.43577947470246,1.44374818131431
500,7,1,1.23794743089341,1.21530957255166,1.06496827333392,1.04198871740739,1.4109265884529,1.38863042769593
500,8,1,1.15581380408739,1.14164431515704,0.99078392705752,0.979021868173468,1.32084368111726,1.30426676214061
500,9,1,1.34399674031261,1.3115052632531,1.16647810516867,1.13586475515738,1.52151537545656,1.48714577134882
500,10,1,1.19501362110065,1.19756272168279,1.03137112375032,1.033041304282,1.35865611845097,1.36208413908358
500,11,1,1.33985616633804,1.32767721023818,1.15677400544384,1.16043743609696,1.52293832723224,1.49491698437941
500,12,1,1.20565686390044,1.20773198621293,1.02820383753275,1.03130055064066,1.38310989026814,1.3841634217852
500,13,1,1.19101922331145,1.16605624599569,1.02304906349455,1.00212552940637,1.35898938312836,1.32998696258501
500,14,1,1.34689578201638,1.29432121477127,1.16403282150578,1.11585781795468,1.52975874252698,1.47278461158786
500,15,1,1.33339652955621,1.304339927321,1.16209115453211,1.13324811698318,1.50470190458031,1.47543173765881
500,16,1,1.22764758260534,1.23103154794478,1.06044430049822,1.06885559433875,1.39485086471247,1.39320750155082
500,17,1,1.0603348314125,1.07229521292692,0.884364141001349,0.897001756547351,1.23630552182365,1.24758866930649
