"n","B","j","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
1000,1,1,3.12764770618459,2.0526349169629,2.48097630996647,1.75505228445518,3.7743191024027,2.35021754947061
1000,2,1,1.63825405875962,1.64472768988768,1.39673492665856,1.41343502696055,1.87977319086068,1.87602035281481
1000,3,1,1.13439729208621,1.17127264644538,0.895681422820644,0.941805794221726,1.37311316135179,1.40073949866903
1000,4,1,1.53205052535149,1.47921233468381,1.27357792609695,1.2293550479945,1.79052312460603,1.72906962137312
1000,5,1,3.66659351876532,1.950025566118,2.88272473698915,1.63399228261635,4.45046230054148,2.26605884961966
1000,6,1,5.51226333921865,3.40042744602079,4.35707471575835,2.7890200984076,6.66745196267895,4.01183479363397
1000,7,1,2.35551747650851,1.91998910376677,1.92769192891159,1.63414098350572,2.78334302410543,2.20583722402782
1000,8,1,1.54278935926568,1.54129822117145,1.30067779236928,1.31798732380559,1.78490092616208,1.76460911853731
1000,9,1,3.38201010224094,2.1624044919759,2.65247120086958,1.8341292945374,4.1115490036123,2.49067968941441
1000,10,1,3.49097403980771,2.8761240249802,2.81400518789138,2.3653134085935,4.16794289172405,3.3869346413669
1000,11,1,1.43537815065905,1.46786201242578,1.18580146185106,1.22724887760812,1.68495483946704,1.70847514724344
1000,12,1,1.36419058109417,1.41162891446468,1.14821586230196,1.19287029182217,1.58016529988638,1.6303875371072
1000,13,1,2.68980789424569,1.91927264659408,2.16139159945924,1.61127368883035,3.21822418903215,2.22727160435782
1000,14,1,2.71705313718428,2.16867571735333,2.05548597375505,1.77482174015096,3.37862030061351,2.56252969455569
1000,15,1,1.65491158018935,1.64502987447838,1.39874057109535,1.3956444138967,1.91108258928335,1.89441533506005
1000,16,1,1.53048153960204,1.61100325012613,1.28419209366719,1.3783989502267,1.77677098553688,1.84360755002556
1000,17,1,2.67102251288997,1.94940552038829,2.1645394693188,1.68152715825933,3.17750555646115,2.21728388251725
1000,18,1,1.42974167235158,1.40482149661692,1.19337580837271,1.17597522236396,1.66610753633046,1.63366777086987
1000,19,1,2.93008924750966,2.25638321488016,2.42656039767231,1.90463943047762,3.43361809734702,2.6081269992827
1000,20,1,3.49986448294077,2.25593994552675,2.79380534339583,1.88847607210117,4.20592362248572,2.62340381895234
1000,21,1,1.24025837506273,1.30806733007655,0.988982112437452,1.06057892981625,1.49153463768801,1.55555573033684
1000,22,1,1.51887291356595,1.50413863554255,1.28066526091779,1.27933972049481,1.75708056621411,1.7289375505903
1000,23,1,3.41452871807732,2.89833943304908,2.76115581457669,2.33837105606068,4.06790162157796,3.45830781003749
1000,24,1,3.11732753127035,2.22457319231447,2.28382655260964,1.78966663340342,3.95082850993107,2.65947975122551
1000,25,1,1.40932125389662,1.45341909145779,1.17101608309596,1.22290861931963,1.64762642469729,1.68392956359595
1000,26,1,5.44482997343853,1.81923195497285,4.39283234808328,1.57046440632956,6.49682759879378,2.06799950361613
1000,27,1,1.25482067279603,1.36532157760334,0.997205772953277,1.11547000530576,1.51243557263878,1.61517314990091
1000,28,1,4.42475030514872,2.76548176292537,3.41315471071279,2.22983826489848,5.43634589958465,3.30112526095225
1000,29,1,1.28152651728759,1.43290131788685,1.02183291404599,1.18416602712417,1.54122012052918,1.68163660864952
1000,30,1,5.70734518881687,3.1557466697661,4.58775152190803,2.61522452158875,6.82693885572571,3.69626881794345
1000,31,1,3.04347049106396,1.75728110693525,2.29421751259841,1.47420915827426,3.7927234695295,2.04035305559625
1000,32,1,2.35181819341981,1.61329258719155,1.89042805179012,1.36995512215755,2.8132083350495,1.85663005222554
1000,33,1,5.32890626635402,2.04116031845936,4.1386428245048,1.74568793611532,6.51916970820323,2.3366327008034
1000,34,1,0.349983282018605,2.01480908724725,-0.785687974742354,1.42232746591204,1.48565453877956,2.60729070858245
1000,35,1,3.91369186415634,3.0767522919341,3.0289543374017,2.43331056997024,4.79842939091098,3.72019401389795
1000,36,1,2.72077570209535,1.81214421578322,2.19413800356807,1.56430037558884,3.24741340062264,2.0599880559776
1000,37,1,2.41513781246147,1.50043217096796,1.91049452852035,1.25245910980818,2.91978109640259,1.74840523212774
1000,38,1,1.496692870998,1.50391547130552,1.2612527394421,1.27108020987926,1.73213300255389,1.73675073273177
1000,39,1,2.11372487376441,1.98085790112392,1.09830330343373,1.37568789061118,3.12914644409509,2.58602791163666
1000,40,1,2.89754972502994,3.7643323612698,1.51956419094476,2.9450066049652,4.27553525911512,4.58365811757439
1000,41,1,2.70395795634431,1.59759437284231,2.06715013229574,1.3451975195096,3.34076578039287,1.84999122617502
1000,42,1,3.77102722516083,3.13716065368147,2.76686489352471,2.48061590055486,4.77518955679694,3.79370540680809
1000,43,1,1.52237277593554,1.53706975735839,1.24725676674662,1.2767000421603,1.79748878512446,1.79743947255649
1000,44,1,4.44631933381399,3.31328154338081,3.62308054949806,2.74675695130544,5.26955811812992,3.87980613545619
1000,45,1,1.47522359097688,1.47017143321712,1.23443363332936,1.24106904434969,1.71601354862441,1.69927382208455
1000,46,1,1.36372158195218,1.35006724216762,1.11580947324753,1.11602194593671,1.61163369065683,1.58411253839853
1000,47,1,1.52345908200232,1.47832083795769,1.30383527394715,1.25571997472369,1.74308289005748,1.70092170119169
1000,48,1,4.17098904757017,3.18709867121233,3.17949659032786,2.51766227753574,5.16248150481249,3.85653506488891
1000,49,1,1.59934379072476,1.68021353706359,1.36970225906789,1.45446875312064,1.82898532238162,1.90595832100654
1000,50,1,3.36064030758862,2.29715385043404,2.79480994871627,1.97639657158515,3.92647066646098,2.61791112928293
