"n","B","j","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,1,1,1.24653048940203,1.24079752598456,1.05410167787377,1.04884594962525,1.43895930093029,1.43274910234386
500,2,1,1.36803926746254,1.41932582608729,1.17059327096627,1.22667775747651,1.56548526395881,1.61197389469808
500,3,1,1.50413283021614,1.46528189789535,1.27851973381672,1.23919741464759,1.72974592661557,1.6913663811431
500,4,1,1.21710788853593,1.19972491091719,1.01230869711022,0.999082249232754,1.42190707996165,1.40036757260162
500,5,1,1.4172975169484,1.39111264928509,1.22099935522664,1.19644788350243,1.61359567867015,1.58577741506775
500,6,1,1.27588325486126,1.26930994696681,1.08604595161181,1.08087153186465,1.46572055811071,1.45774836206896
500,7,1,1.28443716118528,1.23931847065392,1.08289081668858,1.04733905011683,1.48598350568197,1.43129789119102
500,8,1,1.24754825800249,1.26254963024791,1.05493727681063,1.07327974232681,1.44015923919435,1.45181951816901
500,9,1,1.19124232700695,1.20230286599128,0.998975115758341,1.01582146184567,1.38350953825556,1.38878427013689
500,10,1,1.11781677988136,1.11296557271208,0.911517692561473,0.908877070809814,1.32411586720125,1.31705407461435
500,11,1,1.49296567691448,1.3780122728788,1.14836618027339,1.19741441062615,1.83756517355557,1.55861013513145
500,12,1,1.1600674248957,1.16566421523484,0.921982417247262,0.93361105807605,1.39815243254413,1.39771737239363
500,13,1,1.24860588987706,1.25011301788144,1.05090476639576,1.04967619224594,1.44630701335835,1.45054984351695
500,14,1,1.47207776570391,1.42406172640168,1.28252984869018,1.23474945235923,1.66162568271763,1.61337400044412
500,15,1,1.33899172142015,1.33218427532588,1.12293266312934,1.12170332404165,1.55505077971097,1.54266522661011
500,16,1,1.18913655453047,1.19488854635043,0.986776967440701,0.999813980381584,1.39149614162024,1.38996311231927
500,17,1,1.24003353891181,1.26500456142058,1.04039407827858,1.06049070400258,1.43967299954505,1.46951841883858
500,18,1,1.22746092162495,1.20226995003567,1.02624058579229,1.00200813515818,1.42868125745761,1.40253176491315
500,19,1,1.17232248294559,1.17258001136359,0.985145790942926,0.983512994245894,1.35949917494825,1.36164702848129
500,20,1,1.26009557203336,1.2278276379981,1.07051789806461,1.04000601721912,1.44967324600211,1.41564925877708
500,21,1,1.28132689316035,1.31288376431577,1.05459826563685,1.08302859442762,1.50805552068385,1.54273893420392
500,22,1,1.214892746115,1.19053293188783,1.01770699391549,1.0000099237839,1.4120784983145,1.38105593999176
500,23,1,1.23646473599704,1.21714594676636,1.04264830733447,1.02010720590564,1.43028116465962,1.41418468762708
500,24,1,1.35156591577603,1.32787214579026,1.12465624574817,1.1195725339276,1.57847558580388,1.53617175765292
500,25,1,1.04618638843013,1.07878457243956,0.831727244612128,0.860783583304863,1.26064553224813,1.29678556157425
500,26,1,1.22303511503445,1.19944960034837,1.03048531645025,1.01122970957644,1.41558491361865,1.3876694911203
500,27,1,1.59197320575546,1.49214597690224,1.33069511642831,1.26880609210727,1.85325129508261,1.71548586169721
500,28,1,1.45907137642328,1.46117395899142,1.26654162435479,1.27193641017493,1.65160112849177,1.65041150780791
500,29,1,1.41268269662878,1.3429386613096,1.20873605802399,1.14638653388669,1.61662933523357,1.53949078873251
500,30,1,1.43179498618835,1.45420961674026,1.25005222861928,1.27591258094926,1.61353774375743,1.63250665253126
500,31,1,1.291182678228,1.28770328910142,1.10081299503916,1.09828269574097,1.48155236141684,1.47712388246187
500,32,1,1.26971466725994,1.26132800731922,1.078340319959,1.06474977151132,1.46108901456087,1.45790624312712
500,33,1,1.38449087227045,1.34601186806727,1.19310264477443,1.1642117389152,1.57587909976647,1.52781199721935
500,34,1,1.21796079081408,1.21300563635036,1.02640362554558,1.02339297456167,1.40951795608258,1.40261829813904
500,35,1,1.27304319233598,1.3047771296378,1.05919910269384,1.09257617659916,1.48688728197813,1.51697808267643
500,36,1,1.25155447598013,1.19696814275441,1.06068305465831,1.00710356143344,1.44242589730195,1.38683272407538
500,37,1,1.28171710535128,1.28942279752151,1.07640834326563,1.1024777498499,1.48702586743694,1.47636784519311
500,38,1,1.45191860792858,1.39014629124972,1.23399976722496,1.19169034723871,1.6698374486322,1.58860223526073
500,39,1,1.13645615627027,1.16118526473925,0.959214277723216,0.985320288652099,1.31369803481732,1.33705024082641
500,40,1,1.29988843088578,1.25369329374843,1.08725154031018,1.0335421686515,1.51252532146138,1.47384441884535
500,41,1,1.47758256852794,1.49418131008858,1.24387879309605,1.26956709895095,1.71128634395983,1.71879552122621
500,42,1,1.10960623259419,1.08359699426209,0.88789176407244,0.862688366340019,1.33132070111594,1.30450562218417
500,43,1,1.20451979259749,1.18939404564089,1.02692822902154,1.01417960633492,1.38211135617345,1.36460848494686
500,44,1,1.03803733048757,1.06311124504097,0.833657755545479,0.854961478109259,1.24241690542967,1.27126101197268
500,45,1,1.38706951837223,1.31923350882785,1.17574264120744,1.11693660685447,1.59839639553702,1.52153041080124
500,46,1,1.33552881240372,1.21551800437976,1.12742497248496,0.987455425968886,1.54363265232247,1.44358058279063
500,47,1,1.33398218995161,1.32721830820831,1.13882393562895,1.13123501198982,1.52914044427428,1.5232016044268
500,48,1,1.35126947776113,1.32618720460185,1.13947920344476,1.11105825115304,1.5630597520775,1.54131615805067
500,49,1,1.28466651971657,1.31672593880789,1.08803367198396,1.1203999047982,1.48129936744918,1.51305197281758
500,50,1,1.15936208913596,1.15501488076032,0.956398145237146,0.95774817033842,1.36232603303478,1.35228159118223
500,51,1,1.3634347510338,1.29187540991633,1.128738620861,1.07519420854932,1.59813088120661,1.50855661128334
