"B","j","proj_lambda","delta_lambda","psi_proj","psi_delta","se_proj","se_delta","lower_proj","upper_proj","lower_delta","upper_delta"
7,13,0.150074012407678,0.150074012407678,2.21387046096528,2.2160035827504,0.222557400617916,0.216363338773809,1.77765795575417,2.6500829661764,1.79193143875374,2.64007572674707
7,14,0.143252916928798,0.143252916928798,2.21386854224387,2.21434042964664,0.222563364954252,0.216573616631782,1.77764434693353,2.6500927375542,1.78985614104835,2.63882471824493
7,15,0.13674185076669,0.13674185076669,2.21386624571011,2.21434010254051,0.222563277249333,0.216484792739117,1.77764222230142,2.65009026911881,1.79002990877184,2.63865029630918
8,1,0.758898992536271,0.758898992536271,1.51546165524313,1.56684651334103,0.180179835508823,0.144478404498219,1.16230917764584,1.86861413284043,1.28366884052453,1.85002418615754
8,2,0.724405862087718,0.724405862087718,1.51576833129571,1.56684630178111,0.179486029035335,0.144046806893988,1.16397571438646,1.86756094820497,1.28451456026889,1.84917804329332
8,3,0.691480497652617,0.691480497652617,1.51486640883734,1.5668462815984,0.179443761984949,0.143861145674986,1.16315663534684,1.86657618232784,1.28487843607542,1.84881412712137
8,4,0.660051641846062,0.660051641846062,1.51405969306355,1.56684622642336,0.179390618189929,0.143896686896318,1.16245408141129,1.86566530471581,1.28480872010658,1.84888373274015
8,5,0.630051276041268,0.630051276041268,1.51382308224999,1.5668388613267,0.179384490441291,0.143621246647424,1.16222948098506,1.86541668351492,1.28534121789775,1.84833650475565
8,6,0.601414473163012,0.601414473163012,1.51381224316825,1.56683887229672,0.17938390114415,0.143624745428095,1.16221979692571,1.86540468941078,1.28533437125765,1.84834337333579
8,7,0.574079257171843,0.574079257171843,1.51380603605476,1.56683880108008,0.179383745982774,0.143647696147927,1.16221389392852,1.86539817818099,1.28528931663015,1.84838828553002
8,8,0.547986468934955,0.547986468934955,1.51380416084425,1.55591420366612,0.179383626538199,0.143187157620422,1.16221225282938,1.86539606885912,1.27526737473009,1.83656103260215
8,9,0.523079638193429,0.523079638193429,1.51467584298564,1.55180783296273,0.179413089069857,0.142996517616235,1.16302618840872,1.86632549756256,1.27153465843491,1.83208100749055
8,10,0.499304861348769,0.499304861348769,1.5162793006713,1.55520467279284,0.179141800679645,0.143293692965141,1.16516137133919,1.8673972300034,1.27434903458116,1.83606031100451
8,11,0.476610684804218,0.476610684804218,1.51636451756765,1.55519167857272,0.179138439277097,0.143253900178831,1.16525317658454,1.86747585855076,1.27441403422221,1.83596932292323
9,1,0.524467649538552,0.524467649538552,1.46101811544074,1.47861532982701,0.151144952856757,0.139062726679759,1.1647740078415,1.75726222303999,1.20605238553468,1.75117827411933
9,2,0.500629785436084,0.500629785436084,1.4610919160091,1.47861735498916,0.151128732568392,0.138402702680528,1.16487960017505,1.75730423184315,1.20734805773532,1.74988665224299
9,3,0.477875389046959,0.477875389046959,1.46095299282035,1.47862121643254,0.151092222960132,0.138207292645317,1.16481223581849,1.7570937498222,1.20773492284772,1.74950751001736
9,4,0.456155215091449,0.456155215091449,1.4609564828053,1.47862118005304,0.151094618696683,0.138083821819596,1.1648110301598,1.7571019354508,1.20797688928663,1.74926547081945
9,5,0.435422256563789,0.435422256563789,1.46093944586832,1.47862324077625,0.151095352693103,0.136746062187038,1.16479255458984,1.7570863371468,1.21060095888966,1.74664552266285
9,6,0.415631642999178,0.415631642999178,1.46081818986413,1.47862367159061,0.15109141338188,0.136660475785606,1.16467901963565,1.75695736009262,1.21076913905082,1.74647820413039
9,7,0.396740543364688,0.396740543364688,1.46072739940593,1.47734074215783,0.151090416006201,0.136545882393868,1.16459018403377,1.75686461477808,1.20971081266585,1.74497067164981
9,8,0.37870807336394,0.37870807336394,1.46072056337781,1.47733867828067,0.151088281702149,0.13663001585591,1.1645875312416,1.75685359551403,1.20954384720309,1.74513350935825
9,9,0.361495206954926,0.361495206954926,1.46068778272294,1.47733868697486,0.151084427220629,0.136612987848097,1.16456230537051,1.75681326007538,1.20957723079259,1.74510014315712
9,10,0.345064691889475,0.345064691889475,1.46162265477025,1.47733860084858,0.151105038494764,0.136411839051661,1.16545677932052,1.75778853021999,1.20997139630733,1.74470580538984
10,1,0.440462811680872,0.440462811680872,1.4803058994669,1.54250792368806,0.185741506579455,0.143476716523468,1.11625254657117,1.84435925236263,1.26129355930207,1.82372228807406
10,2,0.420443097106909,0.420443097106909,1.47999437700215,1.54250792373922,0.185733354794262,0.143468162741807,1.1159570016054,1.84403175239891,1.26131032476528,1.82370552271316
10,3,0.401333309457521,0.401333309457521,1.47943288618509,1.54330858071181,0.185727425936927,0.143544215529871,1.11540713134871,1.84345864102146,1.26196191827327,1.82465524315036
10,4,0.383092091149663,0.383092091149663,1.48311764605558,1.48725106145673,0.183942377971228,0.142716437903099,1.12259058523198,1.84364470687919,1.20752684316665,1.7669752797468
10,5,0.365679964366266,0.365679964366266,1.48421186072373,1.48471322882532,0.183903548642519,0.142787749311217,1.12376090538439,1.84466281606307,1.20484924017533,1.7645772174753
10,6,0.349059245617973,0.349059245617973,1.47847296893684,1.49545030280939,0.184209140623915,0.14104741993326,1.11742305331397,1.83952288455971,1.2189973597402,1.77190324587858
10,7,0.33319396418818,0.33319396418818,1.47743246325668,1.54383415496265,0.183084787911382,0.140130423513339,1.11858627895037,1.83627864756299,1.2691785248765,1.81848978504879
11,1,0.608790705942984,0.608790705942984,1.44881638585861,1.46843027265963,0.130476827968422,0.135945335439748,1.1930818030405,1.70455096867672,1.20197741519772,1.73488313012153
11,2,0.581120228787943,0.581120228787943,1.44896744039837,1.46244749321308,0.13046867849678,0.13668282297316,1.19324883054468,1.70468605025206,1.19454916018568,1.73034582624047
11,3,0.554707417524503,0.554707417524503,1.44744152481423,1.44494914349201,0.130485335334501,0.135341639201755,1.19169026755861,1.70319278206985,1.17967953065657,1.71021875632745
11,4,0.529495109296886,0.529495109296886,1.44753536289203,1.44698601782102,0.130485741425872,0.135149191809202,1.19178330969732,1.70328741608674,1.18209360187498,1.71187843376705
11,5,0.505428739389332,0.505428739389332,1.44767868561111,1.4476449350979,0.130486908374706,0.134923069509194,1.19192434519668,1.70343302602553,1.18319571885988,1.71209415133592
11,6,0.482456223136623,0.482456223136623,1.44761989834155,1.44286938954524,0.130468821203181,0.134757986882484,1.19190100878331,1.70333878789978,1.17874373525557,1.70699504383491
11,7,0.460527843201961,0.460527843201961,1.44699115427623,1.44354150675464,0.130468820644247,0.134841460850102,1.1912722658135,1.70271004273895,1.17925224348844,1.70783077002084
11,8,0.439596141978235,0.439596141978235,1.44695361478401,1.4448958706434,0.130483526935639,0.135001297299078,1.19120590199016,1.70270132757786,1.18029332793721,1.70949841334959
12,1,0.408172964001307,0.408172964001307,1.39692053420648,1.45792518758073,0.172313897512736,0.14954274489277,1.05918529508152,1.73465577333144,1.1648214075909,1.75102896757056
12,2,0.389620872838534,0.389620872838534,1.39660617709446,1.45792518757623,0.172300737595777,0.149510724754149,1.05889673140673,1.73431562278218,1.1648841670581,1.75096620809437
12,3,0.371912002851259,0.371912002851259,1.39208194151174,1.45938156840893,0.170678324416999,0.146601670382021,1.05755242565442,1.72661145736906,1.17204229446017,1.74672084235769
12,4,0.355008028335681,0.355008028335681,1.38862548586211,1.45938156791683,0.170782861928416,0.146536989886231,1.05389107648242,1.72335989524181,1.17216906773982,1.74659406809385
12,5,0.338872365550385,0.338872365550385,1.38776765139639,1.45938209789106,0.170750335995896,0.146529985659869,1.05309699284444,1.72243830994835,1.17218332599771,1.7465808697844
12,6,0.323470093541465,0.323470093541465,1.39180560699631,1.45938301202745,0.171276591203991,0.146140904297565,1.05610348823648,1.72750772575613,1.17294683960423,1.74581918445068
12,7,0.308767878566265,0.308767878566265,1.39196078199236,1.45938639759682,0.171286100242908,0.146543894148596,1.05624002551626,1.72768153846846,1.17216036506557,1.74661243012807
12,8,0.294733901952176,0.294733901952176,1.39009928809881,1.45938685089004,0.171317927903479,0.146507262478286,1.05431614940799,1.72588242678962,1.1722326164326,1.74654108534748
12,9,0.28133779123437,0.28133779123437,1.38908508578049,1.45939393853813,0.171344070897957,0.146229231303385,1.0532507068205,1.72491946474049,1.1727846451835,1.74600323189277
12,10,0.268550554423417,0.268550554423417,1.38885416680937,1.45939898955412,0.171335476671183,0.146229532342091,1.05303663253385,1.72467170108489,1.17278910616362,1.74600887294462
12,11,0.256344517260553,0.256344517260553,1.38902363132947,1.45939905476222,0.17134226733278,0.146174002338206,1.05319278735722,1.72485447530172,1.17289801017934,1.7459000993451
