"n","B","j","psi_relax","psi_tmle","lower_relax","lower_tmle","upper_relax","upper_tmle"
500,1,1,1.58191567642076,1.57874450399999,1.25998920987885,1.25079080769119,1.90384214296267,1.9066982003088
500,2,1,1.73304144804542,1.75786636914451,1.42251040038488,1.43315554343493,2.04357249570596,2.0825771948541
500,3,1,1.61586325228045,1.62421710717935,1.33761322645638,1.3408507226895,1.89411327810451,1.90758349166921
500,4,1,1.3603256035709,1.33366663711168,1.0635531345124,1.03324279693007,1.6570980726294,1.63409047729328
500,5,1,0.681017975143594,1.67630386609587,-0.0623147407229234,1.3885325146609,1.42435069101011,1.96407521753085
500,6,1,1.62859098060869,1.40152662417157,0.987549715500381,0.984023158237648,2.26963224571699,1.8190300901055
500,7,1,1.7054805571802,1.61519308873602,1.40405910501048,1.28847410579801,2.00690200934991,1.94191207167404
500,8,1,1.15832402396141,1.11645371810047,0.818146878976641,0.774478368808835,1.49850116894617,1.4584290673921
500,9,1,1.34154932377758,1.31729921111653,1.00827261282451,0.978052720754229,1.67482603473065,1.65654570147884
500,10,1,1.1159619992464,1.19431470960594,0.859351069830551,0.943322803804005,1.37257292866225,1.44530661540787
500,11,1,-0.487632797462522,1.55500797547921,-3.00304463076627,1.18313807945654,2.02777903584122,1.92687787150187
500,12,1,1.7090458283538,1.54298029595291,1.28014305649747,1.23176937178692,2.13794860021013,1.8541912201189
500,13,1,1.47346262772107,1.44814021537916,1.16557904186841,1.12815797143731,1.78134621357374,1.76812245932102
500,14,1,1.75923907786647,1.69739230752914,1.46073468452965,1.37219134692528,2.05774347120329,2.02259326813299
500,15,1,1.59740409710458,1.53116483908945,1.29052298773054,1.23697605228854,1.90428520647862,1.82535362589036
500,16,1,1.23131452521747,1.68598427257175,0.598532123347966,1.34494113922026,1.86409692708697,2.02702740592324
500,17,1,1.76555837388129,1.67806907666951,1.44346838528485,1.37371160111328,2.08764836247772,1.98242655222574
500,18,1,0.103850716619526,1.28870697098159,-0.459823552834134,1.03878157085653,0.667524986073186,1.53863237110666
500,19,1,1.186048801448,1.22732611700436,0.887177498749059,0.902932263945578,1.48492010414694,1.55171997006315
500,20,1,-1.26400944437417,0.751197628340295,-3.4822766276491,0.0949046209013357,0.954257738900765,1.40749063577925
500,21,1,1.28142592940386,1.27764258311371,1.00893975068469,1.00614663812082,1.55391210812303,1.54913852810659
500,22,1,1.68021105640388,1.57584814688063,1.39499560813968,1.23137337592655,1.96542650466809,1.9203229178347
500,23,1,-0.723987029874232,0.677846553222425,-1.98119422633163,0.231634003058702,0.533220166583162,1.12405910338615
500,24,1,1.2307277147393,1.22491416359707,0.947155208746389,0.938761650108075,1.5143002207322,1.51106667708607
500,25,1,1.28705897768008,1.29109695968538,0.980213972875146,0.969086739698501,1.59390398248502,1.61310717967226
500,26,1,0.069691027614394,1.40073184370627,-0.958066878373573,1.10473470382292,1.09744893360236,1.69672898358961
500,27,1,4.6151523898639,1.77635629193991,2.81929695984731,1.44365205677314,6.41100781988048,2.10906052710668
500,28,1,1.47674803046045,1.47545348429384,1.25656592404265,1.24435427595946,1.69693013687825,1.70655269262823
500,29,1,2.35283030591938,1.85600406520643,1.77442591886002,1.53616023623546,2.93123469297873,2.17584789417739
500,30,1,1.6799227596638,1.59809341776112,1.3429274409403,1.27483737307593,2.01691807838731,1.92134946244631
500,31,1,1.41327704238886,1.45062534313091,1.13354774641073,1.17328769034092,1.69300633836698,1.7279629959209
500,32,1,1.32934829961484,1.33559122345009,1.03948463011407,1.04005840179133,1.6192119691156,1.63112404510885
