"n","B","j","relax_lambda","proj_lambda","delta_lambda","psi_relax","psi_proj","psi_delta","se_relax_np","se_proj_np","se_delta_np","lower_relax_np","upper_relax_np","lower_proj_np","upper_proj_np","lower_delta_np","upper_delta_np","s0","s0.1","s0.2","s0.3","s0.4","s0.5","s0.6","s0.7","s0.8","lambda.min","lambda.min.1","lambda.min.2","lambda.min.3","lambda.min.4","lambda.min.5","lambda.min.6","lambda.min.7","lambda.min.8","se_relax_delta","se_proj_delta","se_delta_delta","lower_relax_delta","upper_relax_delta","lower_proj_delta","upper_proj_delta","lower_delta_delta","upper_delta_delta"
1000,22,1,0.140719968235328,0.140719968235328,0.140719968235328,1.56522575396643,1.55420017507846,1.55418349071368,0.0853809293302832,0.0854709583631213,0.0854709744420926,1.39787913247907,1.73257237545378,1.38667709668674,1.72172325347017,1.38666038080718,1.72170660062018,0.0719516846851822,0.0745742643343146,0.0745743518449719,1.42420045198347,1.70625105594939,1.4080346169832,1.70036573317371,1.40801776109753,1.70034922032982,0.0718841163460418,0.0744469095123884,0.0744597725123591,1.42433288592819,1.70611862200467,1.40828423243417,1.70011611772274,1.40824233658945,1.7001246448379,0.0853679935368826,0.0854708178141936,0.0854708344839392,1.39790448663414,1.73254702129872,1.38667737216264,1.72172297799428,1.38666065512516,1.7217063263022
1000,22,2,0.0925843424747797,0.0925843424747797,0.0925843424747797,1.56522575396643,1.55419954400024,1.55418353748278,0.0852644529637217,0.0854709330111861,0.0854709743222309,1.39810742615753,1.73234408177532,1.38667651529832,1.72172257270217,1.3866604278112,1.72170664715435,0.0714811851733158,0.0746914591690557,0.0746915442855257,1.42512263102673,1.70532887690613,1.40780428402889,1.70059480397159,1.40778811068315,1.70057896428241,0.0713294530028459,0.0745427872845338,0.0745005021679633,1.42542002608085,1.70503148185201,1.40809568092256,1.70030340707793,1.40816255323357,1.70020452173198,0.0853002500544484,0.0855078976213724,0.0855079384066523,1.39803726385971,1.73241424407315,1.38660406466235,1.72179502333813,1.38658797820574,1.72177909675981
1000,23,1,0.135565315250317,0.135565315250317,0.135565315250317,1.44229827789489,1.4619092863582,1.46103530276891,0.084542670966313,0.0841782392281496,0.0841786682390153,1.27659464280092,1.60800191298887,1.29691993747103,1.62689863524537,1.29604511302044,1.62602549251738,0.0663785768596285,0.0718200447146622,0.0718209163520642,1.31219626725002,1.57240028853976,1.32114199871746,1.60267657399894,1.32026630671887,1.60180429881896,0.0659834612411061,0.0715683278023928,0.07146966040068,1.31297069386233,1.57162586192746,1.32163536386551,1.60218320885089,1.32095476838358,1.60111583715425,0.0844292339845672,0.0841435458275521,0.0841437099208182,1.27681697928514,1.60777957650464,1.2969879365362,1.6268306361802,1.29611363132411,1.62595697421372
1000,23,2,0.0891929250143611,0.0891929250143611,0.0891929250143611,1.44229827789489,1.46190856744594,1.46103529453112,0.0848907362841305,0.0841782265074654,0.0841786694081156,1.275912434778,1.60868412101179,1.29691924349131,1.62689789140058,1.29604510249121,1.62602548657103,0.0664817522059408,0.0719238613271523,0.0719247941313286,1.31199404357125,1.57260251221854,1.32093779924473,1.60287933564716,1.32006269803372,1.60200789102853,0.0654151840437204,0.0715490462039578,0.0714620642115234,1.3140845171692,1.57051203862059,1.32167243688619,1.6021446980057,1.32096964867654,1.60110094038571,0.0847832820022223,0.0841617329818902,0.0841619176649549,1.27612304517054,1.60847351061925,1.29695157080144,1.62686556409045,1.29607793590781,1.62599265315443
1000,24,1,0.134628314940116,0.134628314940116,0.134628314940116,1.38275251577091,1.36640640606508,1.36639004857698,0.0844897536638367,0.0845320571726918,0.0845320616691037,1.21715259858979,1.54835243295203,1.2007235740066,1.53208923812355,1.20070720770554,1.53207288944842,0.0699126661065183,0.0736165938101229,0.0736165067387085,1.24572369020213,1.51978134133969,1.22211788219724,1.51069492993292,1.22210169536911,1.51067840178485,0.0686036973733735,0.0721978218822833,0.072197734742695,1.2482892689191,1.51721576262272,1.2248986751758,1.50791413695435,1.2248824884813,1.50789760867266,0.0844797687723785,0.0845402759403987,0.0845402738730607,1.21717216897705,1.54833286256477,1.20070746522189,1.53210534690826,1.20069111178578,1.53208898536818
1000,24,2,0.0885764413787654,0.0885764413787654,0.0885764413787654,1.38275251577091,1.36640795853262,1.36639007722687,0.084355550849514,0.0845320334588017,0.0845320583573314,1.21741563610586,1.54808939543596,1.20072517295337,1.53209074411187,1.2007072428465,1.53207291160724,0.069580357198746,0.0737722538071288,0.0737722275742016,1.24637501566137,1.51913001588045,1.22181434107065,1.5110015759946,1.22179651118143,1.5109836432723,0.0675461935879103,0.0728579962826865,0.0734457693407247,1.25036197633861,1.51514305520321,1.22360628581856,1.50920963124669,1.22243636931905,1.51034378513469,0.0843283788139542,0.0845297154050467,0.0845297356062776,1.21746889329556,1.54803613824626,1.20072971633873,1.53208620072651,1.20071179543856,1.53206835901517
1000,25,1,0.104321008319634,0.104321008319634,0.104321008319634,1.46068435618868,1.51024571621751,1.51022529030922,0.0891398466780088,0.0876347044339815,0.0876346161690732,1.28597025669978,1.63539845567758,1.33848169552691,1.68200973690812,1.33846144261784,1.68198913800061,0.070955207336576,0.0749002427330632,0.0749003051224205,1.32161214980899,1.59975656256837,1.36344124046071,1.65705019197432,1.36342069226928,1.65702988834917,0.0630247617013383,0.0731037245235353,0.0727734013034926,1.33715582325406,1.5842128891233,1.36696241615138,1.65352901628364,1.36758942375438,1.65286115686407,0.0886680663106418,0.0872006954983932,0.0872005922711195,1.28689494621982,1.63447376615754,1.33933235304066,1.68115907939436,1.33931212945783,1.68113845116062
1000,25,2,0.068636257403266,0.068636257403266,0.068636257403266,1.46068435618868,1.51024563382494,1.51022542702764,0.0885415526848778,0.0876347018517697,0.0876346317297091,1.28714291292632,1.63422579945104,1.33848161819547,1.68200964945441,1.33846154883741,1.68198930521787,0.0696040727889936,0.0749670220895498,0.0749671364705454,1.32426037352225,1.59710833885511,1.36331027052943,1.65718099712046,1.36328983954537,1.65716101450991,0.061761015698935,0.0723889806721794,0.0725938615327206,1.33963276541877,1.58173594695859,1.36836323170747,1.65212803594242,1.36794145842351,1.65250939563177,0.0882130759884055,0.0871762831537573,0.0871762022279728,1.28778672725141,1.63358198512596,1.33938011884358,1.68111114880631,1.33936007066082,1.68109078339447
1000,26,1,0.159589763794575,0.159589763794575,0.159589763794575,1.49537471097258,1.47033699061904,1.47120836804493,0.0886658035551145,0.0883449821574049,0.0883450199474607,1.32158973600456,1.66915968594061,1.29718082559052,1.64349315564755,1.29805212894791,1.64436460714195,0.0714293602909017,0.076139376337331,0.0761400714651641,1.35537316480241,1.63537625714275,1.32110381299787,1.61957016824021,1.32197382797321,1.62044290811665,0.0703254734817387,0.0749254111279249,0.0750284642255217,1.35753678294837,1.63321263899679,1.3234831848083,1.61719079642977,1.32415257816291,1.61826415792695,0.0882626559888166,0.0879357673163777,0.0879357594570248,1.3223799052345,1.66836951671066,1.29798288667894,1.64269109455914,1.29885427950916,1.6435624565807
1000,26,2,0.0690825990371147,0.0690825990371147,0.0690825990371147,1.49537471097258,1.47033922153801,1.47120861130821,0.0884248669795453,0.0883450274836306,0.0883450163589684,1.32206197169267,1.66868745025249,1.2971829676701,1.64349547540593,1.29805237924463,1.64436484337179,0.0709671788318376,0.07629226459272,0.0762929944657281,1.35627904046218,1.63447038148298,1.32080638293628,1.61987206013974,1.32167434215538,1.62074288046104,0.0689355409930737,0.0731500004742325,0.0736480403554497,1.36026105062616,1.63048837131901,1.32696522060852,1.61371322246751,1.32685845221153,1.61555877040489,0.0880677038370337,0.0879393212074089,0.087939253417708,1.322762011452,1.66798741049317,1.29797815197149,1.64270029110453,1.2988476746095,1.64356954800692
1000,27,1,0.12232509938548,0.12232509938548,0.12232509938548,1.54631332344408,1.55170461267549,1.55172244561964,0.0858881741960025,0.0856067153760046,0.0856067230444525,1.37797250201991,1.71465414486824,1.38391545053852,1.71949377481246,1.38393326845251,1.71951162278677,0.0697295772362232,0.0737371460281048,0.0737372183277537,1.40964335206108,1.68298329482708,1.40717980646041,1.69622941889058,1.40719749769724,1.69624739354204,0.0695661767396111,0.0727834361988367,0.0723641636633776,1.40996361703444,1.68266302985372,1.40904907772577,1.69436014762521,1.40988868483942,1.69355620639986,0.08552481767217,0.0853071610189853,0.0853071673980763,1.37868468080662,1.71394196608153,1.38450257707828,1.7189066482727,1.38452039751941,1.71892449371987
1000,27,2,0.0804817470952467,0.0804817470952467,0.0804817470952467,1.54631332344408,1.55170808982033,1.55255651529125,0.0859860938794835,0.0856067326115746,0.0856070355966539,1.37778057944029,1.71484606744787,1.38391889390165,1.71949728573902,1.38476672552181,1.72034630506069,0.0695151854332533,0.0739110165457057,0.0739114320617001,1.4100635599949,1.68256308689325,1.40684249739075,1.69657368224992,1.40769010845032,1.69742292213218,0.0682426606420988,0.073312750900377,0.0733663807841155,1.41255770858556,1.68006893830259,1.4080150980556,1.69540108158507,1.40875840895438,1.69635462162812,0.0856142314636652,0.0853417929066383,0.0853420187725488,1.37850942977529,1.71411721711286,1.38443817572332,1.71897800391735,1.38528615849705,1.71982687208545
1000,28,1,0.150100815242416,0.150100815242416,0.150100815242416,1.61950534642218,1.62203630206155,1.62205478816923,0.0855491350907175,0.0852710122097032,0.0852709982676533,1.45182904164437,1.78718165119998,1.45490511813053,1.78916748599257,1.45492363156463,1.78918594477383,0.0697987287841449,0.0738562250377586,0.0738562105144129,1.48269983800525,1.7563108548391,1.47727810098754,1.76679450313556,1.47729661556098,1.76681296077748,0.0692677448708037,0.0732562584290068,0.0727193880999411,1.4837405664754,1.75527012636895,1.4784540355407,1.7656185685824,1.47952478749334,1.76458478884511,0.0853928222941675,0.0851289623858346,0.085128948124828,1.45213541472561,1.78687527811875,1.45518353578531,1.78888906833779,1.45520204984456,1.78890752649389
1000,28,2,0.0987563133961725,0.0987563133961725,0.0987563133961725,1.61950534642218,1.62203484695839,1.62289894447364,0.0866997880262546,0.0852709873652613,0.0852709884701514,1.44957376189072,1.78943693095364,1.45490371172248,1.78916598219431,1.45576780707214,1.79003008187513,0.0698035652309327,0.0741180615985509,0.0741179391469115,1.48269035856955,1.75632033427481,1.47676344622523,1.76730624769155,1.47762778374569,1.76817010520158,0.068899115631064,0.0735604084575617,0.0735137987547472,1.48446307978529,1.75454761305906,1.47785644638157,1.76621324753522,1.47881189891433,1.76698599003294,0.0864079528449345,0.0850931333714168,0.0850931360830805,1.45014575884611,1.78886493399825,1.45525230555042,1.78881738836637,1.4561163977508,1.78968149119648
1000,29,1,0.107471742133499,0.107471742133499,0.107471742133499,1.61494066575651,1.57099620119933,1.5709838834819,0.0831311392278068,0.0829882297292793,0.0829882483926632,1.45200363287001,1.77787769864301,1.40833927092994,1.73365313146872,1.40832691663228,1.73364085033152,0.0672983203008129,0.0709152781701889,0.0709152151992103,1.48303595796692,1.74684537354611,1.43200225598576,1.7099901464129,1.43199006169145,1.70997770527235,0.062257770311822,0.0697900482077381,0.06998401886062,1.49291543594534,1.73696589556768,1.43420770671216,1.7077846956865,1.43381520651508,1.70815256044872,0.0829672263389667,0.0828482432128139,0.082848258393945,1.45232490213214,1.77755642938089,1.40861364450221,1.73337875789644,1.40860129702977,1.73336646993403
1000,29,2,0.0707092298614597,0.0707092298614597,0.0707092298614597,1.61494066575651,1.57099526438433,1.57098400704068,0.0833559954537854,0.0829882383653131,0.0829882441323126,1.45156291466709,1.77831841684593,1.40833831718832,1.73365221158035,1.40832704854134,1.73364096554001,0.0672920009604116,0.0710264246531708,0.0710263412386988,1.48304834387411,1.74683298763892,1.43178347206412,1.71020705670455,1.43177237821283,1.71019563586853,0.0620551791831991,0.0688107924834667,0.0686040625489686,1.49331251455744,1.73656881695558,1.43612611111674,1.70586441765193,1.4365200444447,1.70544796963665,0.0831148363166396,0.0827646794878178,0.0827646819722959,1.4520355865759,1.77784574493713,1.40877649258821,1.73321403618046,1.40876523037498,1.73320278370638
1000,30,1,0.0868420544041174,0.0868420544041174,0.0868420544041174,1.45300833123922,1.45316364625695,1.45401239439002,0.082777069438896,0.0827094753254827,0.0827096782292662,1.29076527513899,1.61525138733946,1.291053074619,1.61527421789489,1.29190142506066,1.61612336371938,0.0680979929026278,0.0706711208608897,0.0706716524681917,1.31953626515007,1.58648039732837,1.3146482493696,1.59167904314429,1.31549595555236,1.59252883322768,0.0646838479068347,0.0674766244659279,0.0665176467319174,1.32622798934183,1.57978867313662,1.32090946230373,1.58541783021016,1.32363780679546,1.58438698198458,0.0826379655914512,0.0825698274096084,0.082569951366776,1.29103791867998,1.61497874379847,1.29132678453411,1.61500050797978,1.29217528971114,1.6158494990689
1000,30,2,0.057136272889989,0.057136272889989,0.057136272889989,1.45300833123922,1.4531629947841,1.45401246614466,0.0830135682210439,0.0827094712875578,0.0827096825262681,1.29030173752598,1.61571492495247,1.29105243106048,1.61527355850771,1.29190148839317,1.61612344389614,0.0677303718383162,0.0709251979790952,0.0709259043630232,1.32025680243612,1.58575986004232,1.31414960674507,1.59217638282312,1.31499769359313,1.59302723869618,0.065099999582956,0.065261255418393,0.0703361325673821,1.32541233205663,1.58060433042182,1.32525093416405,1.58107505540415,1.31615364631259,1.59187128597673,0.0829036719654697,0.0825950329853455,0.0825951965239828,1.2905171341869,1.61549952829154,1.29127673013282,1.61504925943537,1.29212588095765,1.61589905133166
1000,31,1,0.0710606902597315,0.0710606902597315,0.0710606902597315,1.42761914944896,1.45191740409703,1.45190211208357,0.0814685440543935,0.0813442641506003,0.0813442223310096,1.26794080310235,1.58729749579557,1.29248264636185,1.6113521618322,1.29246743631479,1.61133678785235,0.0657960830614799,0.0680672991864433,0.06806730495122,1.29865882664846,1.55657947224946,1.3185054976916,1.58532931050246,1.31849019437918,1.58531402978796,0.0611949013936199,0.0667008532632764,0.0668137850813111,1.30767714271746,1.54756115618045,1.32118373170101,1.58265107649305,1.3209470933242,1.58285713084294,0.0813997664555793,0.0812720051548706,0.0812719632212492,1.26807560719602,1.58716269170189,1.29262427399348,1.61121053420057,1.29260906416992,1.61119515999722
1000,31,2,0.0467531890889778,0.0467531890889778,0.0467531890889778,1.42761914944896,1.45192002933772,1.45190222291704,0.0814610007464503,0.0813442639186122,0.0813442158282116,1.26795558798591,1.587282710912,1.29248527205724,1.6113547866182,1.29246755989374,1.61133688594033,0.0657314759711898,0.0683164555298457,0.0683167321798731,1.29878545654543,1.55645284235249,1.31801977649923,1.58582028217622,1.31800142784448,1.58580301798959,0.0600707726735655,0.0641995126325112,0.0650871217752907,1.30988043500877,1.54535786388915,1.326088984578,1.57775107409745,1.32433146423747,1.57947298159661,0.0814227098994063,0.0813108579606361,0.0813108123641563,1.26803063804612,1.58720766085179,1.29255074773488,1.61128931094057,1.29253303068329,1.61127141515078
1000,32,1,0.121055806782446,0.121055806782446,0.121055806782446,1.64200602842381,1.62573277252965,1.62571941780505,0.0817741574022078,0.0813976641839912,0.0813976957586566,1.48172867991548,1.80228337693214,1.46619335072903,1.78527219433027,1.46617993411809,1.78525890149202,0.0692576215172899,0.0719100002866293,0.0719101713274945,1.50626109024992,1.7777509665977,1.48478917196786,1.76667637309145,1.48477548200316,1.76666335360694,0.0688586475313482,0.0715041663349784,0.0715684062999299,1.50704307926237,1.77696897758525,1.48558460651309,1.76588093854621,1.48544534145719,1.76599349415292,0.0817328184064336,0.0813732139191602,0.0813732468494374,1.4818097043472,1.80220235250042,1.4662412732481,1.78522427181121,1.46622785398016,1.78521098162995
1000,32,2,0.0796466373198982,0.0796466373198982,0.0796466373198982,1.64200602842381,1.62573164510586,1.62571944830229,0.0820220268903661,0.081397660138027,0.0813976951739359,1.48124285571869,1.80276920112893,1.46619223123532,1.78527105897639,1.46617996576137,1.7852589308432,0.0691069035661965,0.0720375007585645,0.0720377022969152,1.50655649743407,1.77745555941356,1.48453814361907,1.76692514659264,1.48452555180033,1.76691334480424,0.0667767637643678,0.0708381791420539,0.070733932096845,1.51112357144565,1.77288848540197,1.48688881398743,1.76457447622428,1.48708094139247,1.7643579552121,0.0819965214951463,0.0814025309411744,0.0814025643400243,1.48129284629333,1.8027192105543,1.46618268446115,1.78528060575056,1.46617042219584,1.78526847440873
1000,33,1,0.172496519340142,0.172496519340142,0.172496519340142,1.51576526690318,1.54397169494805,1.54311200559293,0.0847766492375494,0.084647062280838,0.0846473251723652,1.34960303439759,1.68192749940878,1.3780634528776,1.70987993701849,1.37720324825509,1.70902076293077,0.0692423584712381,0.0738684181290463,0.0738688454510383,1.38005024429956,1.65148028950681,1.39918959541512,1.68875379448098,1.39832906850889,1.68789494267697,0.0690875326855236,0.0737497403007265,0.0729937132034342,1.38035370283956,1.65117683096681,1.39942220395862,1.68852118593747,1.4000443277142,1.68617968347166,0.0846471582150015,0.0845579467826967,0.0845580349236406,1.34985683680178,1.68167369700459,1.37823811925396,1.70970527064213,1.37737825714259,1.70884575404327
1000,33,2,0.113491191211666,0.113491191211666,0.113491191211666,1.51576526690318,1.54397253564982,1.54395135422641,0.0848064614555473,0.0846470594564618,0.0846470620355258,1.34954460245031,1.68198593135606,1.37806429911515,1.70988077218448,1.37804311263678,1.70985959581604,0.0690379831480741,0.0738940134732021,0.0738940645436339,1.38045081993296,1.65107971387341,1.39914026924234,1.68880480205729,1.39911898772089,1.68878372073193,0.0688555141877516,0.0723519575270132,0.0722073639362161,1.38080845909519,1.65072207471118,1.40216269889687,1.68578237240276,1.40242492091143,1.68547778754139,0.08463702169392,0.084453006248703,0.0844530064374389,1.3498767043831,1.68165382942327,1.37844464340236,1.70950042789727,1.37842346160903,1.70947924684379
1000,34,1,0.0773352359097774,0.0773352359097774,0.0773352359097774,1.60195503578478,1.59992062290553,1.60075475013467,0.0824069243050499,0.0824048131778554,0.0824047056653993,1.44043746414689,1.76347260742268,1.43840718907693,1.76143405673413,1.43924152703049,1.76226797323885,0.0679666671674927,0.0695175127294524,0.0695176180600944,1.4687403681365,1.73516970343307,1.4636662979558,1.73617494785526,1.46450021873689,1.73700928153246,0.0663853571443352,0.06848741179849,0.0684872921403919,1.47183973578189,1.73207033578768,1.46568529578049,1.73415595003057,1.4665196575395,1.73498984272984,0.0824697753738265,0.0824649154927098,0.0824647895488401,1.44031427605208,1.76359579551748,1.43828938853982,1.76155185727124,1.43912376261894,1.7623857376504
1000,34,2,0.0508814211417737,0.0508814211417737,0.0508814211417737,1.60195503578478,1.59991999030005,1.60075479333802,0.082322148775479,0.0824048341294385,0.0824047044762579,1.44060362418485,1.76330644738472,1.43840651540635,1.76143346519375,1.43924157256456,1.76226801411149,0.0679144648836036,0.0696469592872389,0.0696470729445369,1.46884268461292,1.73506738695665,1.46341195009706,1.73642803050304,1.46424653036673,1.73726305630931,0.0652973123011008,0.0679657397456258,0.066070822895763,1.47397230367463,1.72993776789494,1.46670714039862,1.73313284020148,1.47125598046233,1.73025360621372,0.0823874287970645,0.0824680025476312,0.0824678454363101,1.44047567534254,1.76343439622703,1.43828270530669,1.76155727529341,1.43911781628286,1.76239177039319
1000,35,1,0.0936328134183253,0.0936328134183253,0.0936328134183253,1.50175930794701,1.45768664192175,1.45769919219981,0.0875583809239378,0.0873410948465759,0.0873411059644374,1.3301448813361,1.67337373455793,1.28649809602246,1.62887518782104,1.28651062450951,1.62888775989011,0.0727692326393841,0.0759436839548959,0.0759437475795522,1.35913161197382,1.64438700392021,1.30883702137015,1.60653626247334,1.30884944694389,1.60654893745573,0.0693013846778104,0.0749630521564161,0.0745489006517727,1.36592859397851,1.63759002191552,1.31075905969517,1.60461422414832,1.31158334692233,1.60381503747728,0.0873338986200929,0.0871575104587601,0.087157517778421,1.33058486665163,1.6729337492424,1.28685792142258,1.62851536242092,1.2868704573541,1.62852792704551
1000,35,2,0.0616041388660792,0.0616041388660792,0.0616041388660792,1.50175930794701,1.45768617232617,1.45769876957964,0.0878005646979948,0.0873411038031289,0.0873411002875171,1.32967020113894,1.67384841475508,1.28649760887204,1.6288747357803,1.28651021301611,1.62888732614318,0.0729344515704317,0.0759721638810107,0.0759721778069038,1.35880778286897,1.64471083302506,1.30878073111939,1.60659161353295,1.30879330107811,1.60660423808118,0.0710108112554223,0.0744036984770347,0.0745488960248274,1.36257811788639,1.64094049800764,1.31185492331118,1.60351742134116,1.31158293337098,1.60381460578831,0.0874140363530918,0.0870040083077924,0.0870040058589657,1.33042779669495,1.67309081919907,1.2871583160429,1.62821402860944,1.28717091809607,1.62822662106322
1000,36,1,0.134193818484429,0.134193818484429,0.134193818484429,1.46941745479138,1.46516705894424,1.4651526434126,0.0882884139043763,0.0879159047802209,0.0879159143951044,1.2963721635388,1.64246274604396,1.29285188557501,1.63748223231347,1.29283745119819,1.637467835627,0.0698061599433912,0.0746593908962206,0.0746594511365099,1.33259738130233,1.60623752828043,1.31883465278765,1.61149946510083,1.31882011918504,1.61148516764016,0.0682269596026491,0.0733608094227204,0.0727927147354527,1.33569261397019,1.60314229561257,1.32137987247571,1.60895424541277,1.32247892253111,1.60782636429409,0.0881202691136405,0.0877764759402476,0.0877764876397696,1.29670172732865,1.64213318225412,1.29312516610136,1.63720895178713,1.29311072763865,1.63719455918655
1000,36,2,0.0882905717245725,0.0882905717245725,0.0882905717245725,1.46941745479138,1.46516529869035,1.46515265302137,0.0881891095864759,0.0879158685810994,0.0879159159618551,1.29656680000189,1.64226810958087,1.29285019627139,1.6374804011093,1.29283745773613,1.6374678483066,0.0695107207031974,0.0748862780832969,0.0748865277657327,1.33317644221311,1.60565846736965,1.31838819364709,1.61194240373361,1.31837505860053,1.6119302474422,0.0655204404298136,0.0741104334279922,0.0742332419940074,1.34099739154895,1.59783751803382,1.31990884917148,1.61042174820921,1.31965549871311,1.61064980732962,0.0880010421423181,0.0877490284926502,0.0877490746757635,1.29693541219244,1.64189949739033,1.29317720284475,1.63715339453594,1.29316446665687,1.63714083938586
1000,37,1,0.155030531170908,0.155030531170908,0.155030531170908,1.52139679951647,1.53100213938206,1.53098391772539,0.0859330776774607,0.0854411291091887,0.0854410767522133,1.35296796726864,1.68982563176429,1.36353752632805,1.69846675243607,1.36351940729105,1.69844842815972,0.0702629759724727,0.0743497400447968,0.0743496907216813,1.38368136661042,1.65911223242251,1.38527664889426,1.67672762986986,1.38525852391089,1.67670931153988,0.0656592031101957,0.0734006055406807,0.073400539414463,1.39270476142048,1.65008883761245,1.38713695252232,1.67486732624179,1.38711886047304,1.67484897497773,0.0857950018619099,0.0853595984373375,0.0853595454649174,1.35323859586712,1.68955500316581,1.36369732644488,1.69830695231924,1.36367920861415,1.69828862683662
1000,37,2,0.101999737293651,0.101999737293651,0.101999737293651,1.52139679951647,1.53100182683981,1.53098476845455,0.085860317273995,0.0854411648522443,0.0854410660974018,1.35311057765944,1.6896830213735,1.36353714372941,1.69846650995021,1.36352027890364,1.69844925800546,0.0693991204327744,0.0744380657105219,0.0744380210717823,1.38537452346823,1.65741907556471,1.38510321804719,1.67690043563244,1.38508624715386,1.67688328975524,0.06269046270989,0.0739652686366056,0.0743431105440725,1.39852349260508,1.64427010642785,1.38602990031207,1.67597375336756,1.38527227178817,1.67669726512093,0.0858215132533293,0.085347004973832,0.0853469127878056,1.35318663353994,1.68960696549299,1.3637216970911,1.69828195658852,1.36370481939045,1.69826471751865
1000,38,1,0.0387249897783925,0.0387249897783925,0.0387249897783925,1.5081636087991,1.4848647720136,1.48484695546018,0.0841628845382805,0.0838679116985567,0.0838679164902074,1.34320435510407,1.67312286249413,1.32048366508443,1.64924587894277,1.32046583913938,1.64922807178099,0.0661886808142834,0.0693223460237789,0.0693226452327252,1.37843379440311,1.6378934231951,1.348992973807,1.62073657022021,1.34897457080404,1.62071934011633,0.0625071795529602,0.0650198689433827,0.0650202061491005,1.3856495368753,1.6306776807229,1.35742582888457,1.61230371514263,1.35740735140795,1.61228655951242,0.0841534389675141,0.0838476186393904,0.083847617784015,1.34322286842277,1.67310434917543,1.3205234394804,1.64920610454681,1.32050562460351,1.64918828631685
1000,38,2,0.0254784573997291,0.0254784573997291,0.0254784573997291,1.5081636087991,1.484867889182,1.48484695679155,0.0840246322467655,0.0838678735109282,0.0838679170499483,1.34347532959544,1.67285188800276,1.32048685710059,1.64924892126342,1.32046583937366,1.64922807420945,0.0661819640904782,0.0696002037171318,0.0696005721314717,1.37844695918176,1.63788025841644,1.34845148989643,1.62128428846758,1.34842983541387,1.62126407816924,0.0616635767404768,0.0646563915204923,0.0646567620047935,1.38730299838777,1.62902421921043,1.35814136180184,1.61159441656217,1.35811970326216,1.61157421032095,0.0840099868467765,0.0838436218396719,0.0838436606931665,1.34350403457942,1.67282318301878,1.32053439037625,1.64920138798776,1.32051338183295,1.64918053175016
1000,39,1,0.112140588094646,0.112140588094646,0.112140588094646,1.60641583817695,1.61021963447157,1.61020788549455,0.0827611562743508,0.0828356660163799,0.0828357015601628,1.44420397187922,1.76862770447468,1.44786172907946,1.77257753986367,1.44784991043663,1.77256586055247,0.0684255948670707,0.0722400136438972,0.0722398961863618,1.47230167223749,1.74053000411641,1.46862920772953,1.75181006121361,1.46861768896928,1.75179808201982,0.0641779172079186,0.0704823677480076,0.0704823564792517,1.48062712044943,1.73220455590447,1.47207419368547,1.74836507525766,1.47206246679522,1.74835330419389,0.0826333667652802,0.0826815462171337,0.0826815774970618,1.444454439317,1.7683772370369,1.44816380388599,1.77227546505715,1.44815199360031,1.77226377738879
1000,39,2,0.0485429835781986,0.0485429835781986,0.0485429835781986,1.60641583817695,1.61021830071755,1.61020820503288,0.0825975653846205,0.0828356742589548,0.0828357137954516,1.44452461002309,1.7683070663308,1.44786037917,1.7725762222651,1.44785020599379,1.77256620407196,0.0679317067367209,0.0724554576738108,0.0724553740743678,1.47326969297298,1.73956198338092,1.46820560367688,1.75223099775822,1.46819567184712,1.75222073821864,0.0636527280682622,0.0666655303966039,0.066665426731618,1.48165649116315,1.73117518519074,1.47955386114021,1.74088274029489,1.47954396863891,1.74087244142685,0.0823351177379752,0.0826164020766551,0.0826164457597965,1.44503900741052,1.76779266894338,1.44829015264731,1.77214644878779,1.44827997134368,1.77213643872208
1000,40,1,0.128469001441643,0.128469001441643,0.128469001441643,1.49165925267916,1.50221598335143,1.50219827493386,0.0859973664238853,0.0860758751576785,0.0860758785410056,1.32310441448835,1.66021409086998,1.33350726804238,1.67092469866048,1.33348955299348,1.67090699687423,0.0689280058766815,0.073762558776982,0.0737624464664565,1.35656036116087,1.62675814419746,1.35764136814855,1.64679059855432,1.3576238798596,1.64677267000811,0.0639132096660085,0.0733234542363811,0.0732388703731605,1.36638936173379,1.61692914362454,1.35850201304812,1.64592995365474,1.35865008900246,1.64574646086525,0.0858698245867286,0.0859519022988499,0.0859519046750124,1.32335439648918,1.65996410886915,1.33375025484569,1.67068171185718,1.33373254177083,1.67066400809688
1000,40,2,0.0845240243870379,0.0845240243870379,0.0845240243870379,1.49165925267916,1.50221643559092,1.50219827495228,0.085955395044132,0.0860758793615239,0.0860758784934439,1.32318667839267,1.66013182696566,1.33350771204233,1.67092515913951,1.33348955310513,1.67090699679943,0.0688561023590173,0.0737791933569945,0.0737790707428792,1.35670129205549,1.62661721330284,1.35760921661121,1.64682365457063,1.35759129629624,1.64680525360832,0.0658134784606706,0.07289947456056,0.0733418433953722,1.36266483489625,1.62065367046208,1.35933346545222,1.64509940572962,1.35844826189735,1.64594828800721,0.0858349737301473,0.085952082220631,0.0859520812744143,1.32342270416808,1.65989580119025,1.33375035443848,1.67068251674336,1.33373219565443,1.67066435425013
