"n","B","j","delta_lambda","kappa_IM","psi_delta","se_delta","lower_delta","upper_delta"
1000,57,1,0.848081864175657,978.780244176528,1.7348304080322,0.134257749780561,1.4716852184623,1.9979755976021
1000,58,1,0.617454433249561,49.9044497491344,1.35546381004081,0.120795391614379,1.11870484247663,1.592222777605
1000,59,1,0.315430444604829,3982154.97867658,3.46113679626993,0.34996250781332,2.77521028095582,4.14706331158403
1000,60,1,0.516995558042897,410827.012748884,2.90448895565007,0.264580820387514,2.38591054769054,3.4230673636096
1000,61,1,0.838248176431882,571.608457434364,1.51764395591597,0.115099243390039,1.29204943887149,1.74323847296044
1000,62,1,0.520412520456386,59448.3251846978,1.49636585495146,0.11393191212634,1.27305930718384,1.71967240271909
1000,63,1,0.616767389732001,44663.8093334346,1.3403833131384,0.122203821858589,1.10086382229556,1.57990280398123
1000,64,1,0.691131510040288,47.992259426758,1.59262567548259,0.120881410448234,1.35569811100405,1.82955323996113
1000,65,1,0.526287916105502,33769.9935454088,2.40252602575342,0.174457161509767,2.06058998919428,2.74446206231257
1000,66,1,0.541854390414086,64440.4350321247,1.70079642730211,0.130412363624953,1.4451881945972,1.95640466000701
1000,67,1,0.984079035020607,15.9346886430701,1.53525236030902,0.130544919170418,1.279384318735,1.79112040188304
1000,68,1,0.486657414389832,48432.6234519732,2.54947386206188,0.218624790599089,2.12096927248766,2.97797845163609
1000,69,1,0.620104692838715,257882.766999428,1.56764774565456,0.120993639456383,1.33050021232005,1.80479527898907
1000,70,1,0.699613261329689,214691.94802917,1.53250212015727,0.134298675170423,1.26927671682325,1.7957275234913
1000,71,1,0.837326138252537,23790.1711083944,1.41340716885209,0.123382326761408,1.17157780839973,1.65523652930445
1000,72,1,0.570564016122162,1296992.72012177,2.87866587888214,0.198758481550732,2.48909925504271,3.26823250272158
1000,73,1,0.572819733590141,94274.9068563774,1.4585393249873,0.118017212454301,1.22722558857687,1.68985306139773
1000,74,1,0.922222212714067,8.35959499742079,1.53169985053085,0.134625621298111,1.26783363278655,1.79556606827514
1000,75,1,0.65937948295175,77066.5205579302,2.07062145522672,0.168553159187491,1.74025726321924,2.40098564723421
1000,76,1,0.581537715934174,358.829160283639,1.58093603451765,0.126693405298219,1.33261696013314,1.82925510890216
1000,77,1,0.695415889111062,53.4648565192642,1.66902417800579,0.117669444933347,1.43839206593643,1.89965629007515
1000,78,1,0.771951640715276,29661.7222088951,1.85345069862638,0.138593578372257,1.58180728501676,2.12509411223601
1000,79,1,0.711615096581329,51.5105043270976,1.33725482756515,0.121887126671275,1.09835605928946,1.57615359584085
1000,80,1,1.095949993151,8.71053583121968,1.46675234146507,0.129477454742438,1.21297653016989,1.72052815276024
1000,81,1,0.783753585192484,17.6825768071389,1.82123970286983,0.127925463254127,1.57050579489174,2.07197361084792
1000,82,1,0.587176451292216,144205.008213336,2.62060570846025,0.211495645950006,2.20607424239824,3.03513717452226
1000,83,1,0.516766659005181,47.4293573679407,1.23851055459886,0.12309064810303,0.99725288431692,1.4797682248808
1000,84,1,0.683961393406687,31984.5007555854,1.38531738085688,0.120670746717136,1.1488027172913,1.62183204442247
1000,85,1,0.498172389412693,55237.0808479018,1.77410168639282,0.109589157861765,1.55930693698377,1.98889643580188
1000,86,1,0.544039682720184,15.8190131716634,1.47241329838599,0.120514994346517,1.23620390946681,1.70862268730516
1000,87,1,0.057769305471612,115988697.967695,3.22461712424797,0.430529166431558,2.38077995804211,4.06845429045382
1000,88,1,0.540445090171222,18.04746550556,1.31370566409076,0.109885669054044,1.09832975274483,1.52908157543668
1000,89,1,0.282364762350468,7241390.13327179,1.92324253609517,0.122392742184405,1.68335276141374,2.16313231077661
1000,90,1,0.666338134955362,836954.168690391,1.7454195779554,0.127563258186159,1.49539559191052,1.99544356400027
1000,91,1,0.621093852896411,44378.9145014043,1.50533861400489,0.112705325866936,1.2844361753057,1.72624105270409
1000,92,1,0.364795303754616,212219.205553056,2.18383746331597,0.170130769076089,1.85038115592683,2.5172937707051
1000,93,1,0.60313704893841,16.1797751397231,1.4388713189074,0.116338874572404,1.21084712474549,1.66689551306931
1000,94,1,0.410846421399826,17274.9819469292,2.57038939613333,0.213483600608989,2.15196153893971,2.98881725332695
1000,95,1,1.14084562004551,15.6036566846928,1.40680438015393,0.12362573922153,1.16449793127974,1.64911082902813
1000,96,1,0.695204757154938,40755.1451479295,1.38463510899517,0.139165462017577,1.11187080344072,1.65739941454962
1000,97,1,0.831835069615345,33404.1235626949,1.42264023915983,0.12466654852969,1.17829380404164,1.66698667427802
1000,98,1,0.701876303830441,3665.55318695764,1.28142141525256,0.121473629434522,1.04333310156089,1.51950972894422
1000,99,1,0.786880525449034,16.9325319611277,1.65882930298543,0.125797125642076,1.41226693672696,1.9053916692439
1000,100,1,0.905252427360708,10.7346732060945,1.39498733263802,0.118877199182835,1.16198802223967,1.62798664303638
1000,101,1,0.602689263437378,615433.504652108,1.97788499146772,0.15956979378709,1.66512819564503,2.29064178729042
1000,102,1,0.401547596863622,16243.1689506341,2.25127270710253,0.199517733260895,1.86021794991118,2.64232746429389
1000,103,1,0.608227864306015,765609.910186906,1.83526447600152,0.132408200357085,1.57574440330163,2.09478454870141
1000,104,1,0.26137380894778,1309912.55772376,2.77409367490216,0.233633377092841,2.31617225580019,3.23201509400413
1000,105,1,0.985377628324168,43.2275863156854,1.31803447399355,0.126075225859871,1.0709270313082,1.5651419166789
1000,106,1,0.538072006168752,8.34423217904105,1.44924050901058,0.119788232590846,1.21445557313252,1.68402544488863
1000,107,1,0.968576002536715,17.1132299888206,1.57493623663704,0.126306391282868,1.32737570972262,1.82249676355146
1000,108,1,0.339470968063065,18628.520192746,1.48344631498932,0.124804494079224,1.23882950659404,1.7280631233846
1000,109,1,0.660215659624704,171256.953968989,1.56515471585102,0.128882703489599,1.3125446170114,1.81776481469063
1000,110,1,0.752357105999593,8339018.48637308,1.67590990283234,0.125930413670783,1.42908629203761,1.92273351362708
1000,111,1,0.493868327336821,16.027861439344,1.56863801544232,0.124656386085331,1.32431149871507,1.81296453216957
1000,112,1,0.497181315366104,282368.791062828,1.50114318577739,0.133309338768352,1.23985688179142,1.76242948976336
1000,113,1,0.630409641886645,28453.7801638717,1.3482524152254,0.122382633577362,1.10838245341377,1.58812237703703
1000,114,1,0.636336790325061,109677.16658785,1.69368759175323,0.119818334321777,1.45884365648255,1.92853152702391
1000,115,1,0.676665037461087,16.7923891660159,1.51619032247952,0.111335532399128,1.29797267897723,1.73440796598181
1000,116,1,0.56431604861838,15.7123497994546,1.51825712518891,0.117509135824345,1.28793921897319,1.74857503140462
1000,117,1,0.667134964996245,4201.35042540611,1.5633886840921,0.129358117730501,1.30984677334032,1.81693059484388
1000,118,1,0.736118703282854,39192.2481157476,1.87192794098642,0.148325817637221,1.58120933841747,2.16264654355537
1000,119,1,0.496212572918338,414299.074281299,2.59396963303755,0.24815928921475,2.10757742617664,3.08036183989846
1000,120,1,0.812439007290819,232653.254480376,1.35749852063638,0.124455565388702,1.11356561247453,1.60143142879824
1000,121,1,0.361244952943703,160866293.563617,1.59451844240549,0.128060816082226,1.34351924288433,1.84551764192665
1000,122,1,0.807387395978231,70.301529499253,1.56301881319691,0.113148140202776,1.34124845839947,1.78478916799436
1000,123,1,0.676862284749068,3827.05529687098,1.49607615608976,0.124731932855864,1.25160156769227,1.74055074448725
1000,124,1,0.332383063992363,4138.62319487677,2.73174239828931,0.195396147408847,2.34876594936797,3.11471884721065
1000,125,1,0.590715760565398,9954.44450133883,1.93118995379687,0.155723283127145,1.62597231886766,2.23640758872607
1000,126,1,0.624445137469268,14.8034499775046,1.65028600215261,0.124087537926751,1.40707442781618,1.89349757648905
1000,127,1,0.15432867256171,74935711.5651724,3.21475060776381,0.351759038068131,2.52530289315027,3.90419832237734
1000,128,1,0.708175224311698,46730.8002622669,1.42925559144116,0.119908914188362,1.19423411963197,1.66427706325035
1000,129,1,0.261978869394789,1180704.52056486,2.94947577235432,0.251703330325433,2.45613724491647,3.44281429979216
1000,130,1,0.798372807547726,4006.51651159732,1.65018963362803,0.12645946458344,1.40232908304449,1.89805018421157
1000,131,1,0.564953427685876,40673.9142859679,1.69797845011517,0.131135049054757,1.44095375396784,1.95500314626249
1000,132,1,0.35419595350654,15.7771575995201,1.44437787299861,0.124969083632789,1.19943846907834,1.68931727691888
1000,133,1,0.517454924558822,48476.4016234832,1.53143453960341,0.122605269057197,1.2911282122513,1.77174086695551
1000,134,1,0.438226876149897,1255941.65903722,3.28381902469689,0.291815611065989,2.71186042700756,3.85577762238623
1000,135,1,0.661840613809826,14.5850777760889,1.61343229702101,0.118520155800526,1.38113279165198,1.84573180239004
1000,136,1,0.571897608773918,39017.215135948,1.84489191835386,0.129768101136254,1.5905464401268,2.09923739658092
1000,137,1,0.800067545390162,15.6103716287663,1.29348148469366,0.126225819563104,1.04607887834998,1.54088409103734
1000,138,1,0.759539934811191,55.5394818344102,1.51245578782244,0.129059559018316,1.25949905214654,1.76541252349834
1000,139,1,0.141995013256259,360508119.321466,1.74013778805732,0.34772079468105,1.05860503048247,2.42167054563218
1000,140,1,0.457211750024975,23756.6245781046,1.73110210514928,0.135620031203098,1.46528684399121,1.99691736630735
1000,141,1,0.826504386182237,47.4832785302873,1.53272976649543,0.124643273423298,1.28842895058576,1.77703058240509
1000,142,1,1.03668434034804,15.8358817124377,1.52883490921557,0.12585188644852,1.28216521177647,1.77550460665467
1000,143,1,0.463998737683813,287941.210790351,2.17856368780665,0.169686113481778,1.84597890538236,2.51114847023093
1000,144,1,0.802186113067748,19310.0729200953,1.68881845784295,0.130061204234742,1.43389849754286,1.94373841814305
1000,145,1,0.440450909756553,22419441.8475312,1.94536306386948,0.185286213240298,1.5822020859185,2.30852404182046
1000,146,1,0.124885194982351,1473259.19528021,2.23116722708438,0.205179733979757,1.82901494848405,2.6333195056847
1000,147,1,0.870946411376543,10.7600908859689,1.39280510317264,0.122877210864416,1.15196576987838,1.63364443646689
1000,148,1,0.580975240259401,2591.80414992963,1.44979128348781,0.116650541984044,1.22115622119909,1.67842634577654
1000,149,1,0.824726889593947,51933.746631601,1.39330857596925,0.13071796368339,1.1371013671498,1.64951578478869
1000,150,1,0.73562649617252,65.5919153305381,1.48466525765631,0.118120370158342,1.25314933214596,1.71618118316666
1000,151,1,0.683654071175064,1231893.71290599,1.75166647470425,0.136308117271307,1.48450256485249,2.01883038455601
1000,152,1,0.465749873009261,2629245.95344256,2.49160737777898,0.25541954088922,1.99098507763611,2.99222967792185
1000,153,1,1.20545652317686,1,-1.58004090680975,0.219640556742967,-2.01053639802597,-1.14954541559354
1000,154,1,0.833788735089516,13.1190956838254,1.4570352595844,0.111944666691201,1.23762371286965,1.67644680629916
1000,155,1,0.661653823728641,12.3267886083004,1.4640843981379,0.117696361913299,1.23339952878784,1.69476926748797
1000,156,1,0.747074578082643,14794.4266891762,1.53665451725681,0.129726877342705,1.28238983766511,1.79091919684851
1000,157,1,0.682213093542783,4627591.28293575,1.54188999009962,0.12628737854374,1.29436672815388,1.78941325204535
1000,158,1,0.90941157541581,6123.60002789505,1.56027993120331,0.125016054867307,1.31524846366338,1.80531139874323
1000,159,1,0.638105849608621,4830192.7158845,1.75476184713101,0.145898609036035,1.46880057342038,2.04072312084164
1000,160,1,0.788941521126582,16.6491678131549,1.54159298520722,0.118700696637387,1.30893961979794,1.7742463506165
1000,161,1,0.757938218523439,35306.6326581782,1.53110718802946,0.128594156999894,1.27906264030967,1.78315173574925
1000,162,1,0.756944306972337,42.7369204533877,1.48385020551508,0.12584370991375,1.23719653408414,1.73050387694603
1000,163,1,0.637150805686355,63520.924626902,1.68213295396814,0.137137066702106,1.41334430323201,1.95092160470427
1000,164,1,0.669205823118124,23685.7596014945,1.63458863728547,0.128398097895018,1.38292836541123,1.8862489091597
1000,165,1,0.963366521560353,16.6608008709102,1.18634362812222,0.113829750729126,0.963237316693136,1.40944993955131
1000,166,1,0.416051202287309,600250.797369983,1.8818819182841,0.131830977587004,1.62349320221357,2.14027063435463
1000,167,1,0.620335814032042,10.2230795710968,1.53480110590436,0.122909643973776,1.29389820371576,1.77570400809296
1000,168,1,0.288821337985799,10357.2187706212,4.03872023978562,0.322644813921347,3.40633640449978,4.67110407507146
1000,169,1,0.451710431933032,1663832.60718059,4.1533563822283,0.398183546481456,3.37291663112464,4.93379613333195
1000,170,1,0.639967010603316,92600.8505944147,2.61346745630747,0.181642529842854,2.25744809781548,2.96948681479947
1000,171,1,0.312235251901777,24755878.143115,2.07125505618288,0.180768373092254,1.71694904492206,2.4255610674437
1000,172,1,0.760133879496396,15.9072993741017,1.50036254364196,0.122763626476655,1.25974583574771,1.7409792515362
1000,173,1,0.300301459216371,1984316.51912852,3.01445942121809,0.215673722326633,2.59173892545789,3.43717991697829
1000,174,1,0.694445825278302,49.7521636170528,1.59384122650788,0.113396379903445,1.37158432189713,1.81609813111863
1000,175,1,0.228437218847944,7756384.56309684,2.72247725407896,0.265096128164251,2.20288884287703,3.24206566528089
1000,176,1,0.840366624306181,62274.3794208657,1.65463554371627,0.121845098501818,1.4158191506527,1.89345193677983
1000,177,1,0.949674520338609,16.5558487189648,1.36391012221189,0.129272721576242,1.11053558792245,1.61728465650132
1000,178,1,0.324644110905377,2624024.12667426,3.76899681036661,0.363296670387902,3.05693533640632,4.4810582843269
1000,179,1,0.977235380099243,52.1940072377161,1.4736515122782,0.12685462772803,1.22501644193126,1.72228658262514
1000,180,1,0.895205324939581,56.8209456181352,1.41546156548661,0.119695307322785,1.18085876313395,1.65006436783927
1000,181,1,1.15939359675813,16.6161813478743,1.48472926986512,0.120119569308001,1.24929491402144,1.7201636257088
1000,182,1,0.1247671032293,13402268.3541171,1.93619972528279,0.363950865300969,1.22285602929289,2.64954342127269
1000,183,1,0.544499736467226,14376.4425775798,2.36489875739421,0.200720853751207,1.97148588404185,2.75831163074658
1000,184,1,0.341337330077682,238839.117248163,1.78332949062662,0.146645930142549,1.49590346754722,2.07075551370602
1000,185,1,0.388963928805235,811497.926375913,2.25222984879212,0.211510150461037,1.83766995388849,2.66678974369576
1000,186,1,0.47260045695289,14.9306712834174,1.35070680841295,0.119547115064927,1.1163944628857,1.58501915394021
1000,187,1,0.790276982334294,83381.1721661862,1.58396611704694,0.132580041703593,1.32410923530789,1.84382299878598
1000,188,1,0.643076062434222,117010.796747557,1.86436784872278,0.157782949331021,1.55511326803398,2.17362242941158
1000,189,1,0.215500295565283,3986554.48032486,3.01500614671715,0.269842095767483,2.48611563901288,3.54389665442141
1000,190,1,0.921668592701465,57.2606094778248,1.5660758731845,0.130783480047475,1.30974025229145,1.82241149407755
1000,191,1,0.685943597626808,14622.4202337668,1.45067915874947,0.109633125046691,1.23579823365796,1.66556008384099
1000,192,1,0.701463653559968,4347.70328446318,1.59492459616956,0.128508942090549,1.34304706967208,1.84680212266703
1000,193,1,0.879689104365695,49461.0864611795,1.5103267731759,0.12016165542699,1.274809928539,1.7458436178128
1000,194,1,0.603237158973295,60985.270700934,1.65900394508724,0.122937059966345,1.41804730755321,1.89996058262128
1000,195,1,0.637204943972525,355.993963801687,1.58613682815423,0.12149836535942,1.34800003204977,1.8242736242587
1000,196,1,1.04694267857528,6612.36416661847,1.43587752269372,0.131087254308627,1.17894650424881,1.69280854113863
1000,197,1,0.750476242455806,16.8770399168728,1.57512073053577,0.116944095025391,1.345910304286,1.80433115678553
1000,198,1,0.767645525673597,26872.8364366215,1.38854877433797,0.134007767085569,1.12589355085026,1.65120399782569
1000,199,1,0.750630908458308,68573.2333942434,1.50532429384872,0.121535255331608,1.26711519339877,1.74353339429867
1000,200,1,0.408175930801346,206745.184729576,1.4680413577588,0.114462490429415,1.24369487651715,1.69238783900046
1500,1,1,0.5378150206144,15.5710941835695,1.228536626073,0.0986489654346059,1.03518465382118,1.42188859832483
1500,2,1,0.145494178573342,9719566.30050735,3.66174154124007,0.316935931972896,3.04054711457319,4.28293596790694
1500,3,1,0.628515619134493,7252.96799792893,1.6185391344878,0.103895647285917,1.41490366580741,1.8221746031682
1500,4,1,0.807647682662786,48196.0041462201,1.45944921967068,0.0998920506467001,1.26366080040314,1.65523763893821
1500,5,1,0.458566004438871,15.8084010144301,1.49497762345479,0.0949410914587098,1.30889308419572,1.68106216271386
1500,6,1,0.515513527747589,34802.4095442242,2.08467008710606,0.13754987070325,1.81507234052769,2.35426783368443
1500,7,1,0.419868654008648,1548317.4351114,1.6321908128264,0.100262620776305,1.43567607610485,1.82870554954796
1500,8,1,0.381056686433374,85780.5964130546,1.6372931527778,0.101949556230019,1.43747202256696,1.83711428298863
1500,9,1,0.906041584400855,82413.1836463227,1.45984087315092,0.10609271962245,1.25189914269092,1.66778260361093
1500,10,1,0.722364422802396,47.9751489863826,1.55903831172132,0.0953792623286239,1.37209495755722,1.74598166588542
1500,11,1,0.534613757862134,232620.669108964,1.6173011187263,0.100794786083052,1.41974333800352,1.81485889944909
1500,12,1,0.288312093068134,53380.71270986,2.33471187534223,0.160584780263868,2.01996570602505,2.64945804465942
1500,13,1,0.765088510626541,69960.5886382662,1.44121679811712,0.096024493656523,1.25300879055034,1.62942480568391
1500,14,1,0.816177986224498,14.5201744702468,1.63368890965038,0.0986269138224155,1.44038015855845,1.82699766074232
1500,15,1,0.64989940025655,69723.121756279,1.72124086278924,0.0963753392530425,1.53234519785328,1.91013652772521
1500,16,1,0.261823075191405,499439.543423922,2.65560429242882,0.225456131149253,2.21371027537628,3.09749830948135
1500,17,1,0.310910848257096,3475246.40857833,2.18450420816866,0.162284388695174,1.86642680632612,2.5025816100112
1500,18,1,0.495118415253773,16.5085230767151,1.56146035589965,0.103406118843161,1.35878436296705,1.76413634883224
1500,19,1,0.216520852063034,106909.606424913,3.13432662080551,0.231227189732401,2.68112132893001,3.58753191268102
1500,20,1,0.332743696442397,789108.233306125,2.58845128585755,0.201249007728714,2.19400323070927,2.98289934100583
1500,21,1,0.202663711743003,136473.842018844,2.60927708804851,0.194571418758248,2.22791710728234,2.99063706881467
1500,22,1,0.753752676822014,58.1700435837921,1.54013133603218,0.0983452482184767,1.34737464952396,1.73288802254039
1500,23,1,0.639990539711484,14774.1446951274,1.21313536297152,0.0911764778003779,1.03442946648278,1.39184125946026
1500,24,1,0.533450598145456,75900.6078892461,1.80337418419459,0.109065792565587,1.58960523076604,2.01714313762314
1500,25,1,0.636702580892524,18632.7401693502,1.45482158879281,0.0971485533061296,1.26441042431279,1.64523275327282
1500,26,1,0.778596293663434,66.2120466127931,1.36662208251815,0.0992839200460046,1.17202559922798,1.56121856580832
1500,27,1,0.593004598437347,19705.9949371814,1.81259703663304,0.118396039934678,1.58054079836107,2.04465327490501
1500,28,1,0.352618764932328,1894221.5237329,2.26615625230956,0.152704637963324,1.96685516190144,2.56545734271767
1500,29,1,0.739575098795502,9107.46607288398,1.36502555408442,0.0955968262945586,1.17765577454708,1.55239533362175
1500,30,1,0.530415524512323,358770.345419936,2.95332626348662,0.203717747734826,2.55403947792636,3.35261304904688
1500,31,1,0.85487276646338,2281.72893439713,1.72165629360943,0.104981748848339,1.51589206586668,1.92742052135217
1500,32,1,0.192189655995583,4329289.89982622,2.08064940720823,0.31429032123929,1.46464037757922,2.69665843683724
1500,33,1,0.57058655561915,47.588041806384,1.45288422696538,0.10345204483558,1.25011821908765,1.65565023484312
1500,34,1,0.514495734181532,14205756.2540843,1.70082728653391,0.10104715376873,1.5027748651472,1.89887970792062
1500,35,1,0.475780691034176,199398.856360519,2.82299804104804,0.207601461318545,2.41609917686369,3.22989690523238
1500,36,1,0.975260822551817,51247.9925699703,1.40136501549048,0.101315349059682,1.2027869313335,1.59994309964746
1500,37,1,0.641560518013922,321813.467524768,1.82803098708068,0.10254334394141,1.62704603295552,2.02901594120585
1500,38,1,0.495268407677927,90638.2865632701,1.56264668266611,0.0899393221726227,1.38636561120777,1.73892775412445
1500,39,1,0.608942337417624,47.2794467474431,1.41565119340912,0.0976189143897233,1.22431812120526,1.60698426561297
1500,40,1,0.504146815333283,34.2101873501163,1.37296417858229,0.0974795580778205,1.18190424474976,1.56402411241481
1500,41,1,0.539107666752626,361608.096177503,1.70734028924748,0.0999368926983284,1.51146397955876,1.9032165989362
1500,42,1,0.218738636897063,1894752.72826109,2.61461692804406,0.184783474946719,2.25244131714849,2.97679253893963
1500,43,1,0.654667230640691,15.4867179226057,1.35795099106247,0.0956383538864164,1.17049981744509,1.54540216467984
1500,44,1,0.349895573614785,201501.699040547,2.05733539400852,0.157331306401422,1.74896603346173,2.36570475455531
1500,45,1,0.551096664645972,11826.4685984736,1.7009086529654,0.0982415387668126,1.50835523698245,1.89346206894836
1500,46,1,0.60236206061838,207666.103444138,1.83688470005905,0.123930070530977,1.59398176181834,2.07978763829977
1500,47,1,0.596821540223905,13.4623990054127,1.42186834484544,0.10071830191161,1.22446047309869,1.6192762165922
1500,48,1,0.226143661276925,2624828184.13427,2.23189510008534,0.189049909057403,1.86135727833283,2.60243292183785
1500,49,1,0.775661268536394,15.9290843848207,1.54991079786144,0.101004646947113,1.35194168984509,1.74787990587778
1500,50,1,0.710952275078964,13.2318359772378,1.40276505103506,0.0968423555911215,1.21295403407647,1.59257606799366
1500,51,1,0.846674237341869,15.4877661775876,1.42758297710716,0.106705299471746,1.21844059014254,1.63672536407178
1500,52,1,0.773372933447919,5446.71886285306,1.53397125058484,0.0975564724638799,1.34276056455564,1.72518193661405
1500,53,1,0.260138221147307,831546.55209108,3.05342115651197,0.293248483701186,2.47865412845764,3.62818818456629
1500,54,1,0.595677474091918,1677926.87273818,1.50515201494642,0.0968940820830838,1.31523961406357,1.69506441582926
1500,55,1,0.7484373625278,9291.08209195743,1.68839746332285,0.101025169751912,1.49038813060911,1.8864067960366
1500,56,1,0.786582357285059,142276.825409161,1.60723747002517,0.105173650590171,1.40109711486843,1.8133778251819
1500,57,1,0.648135753350753,25914.6989378714,1.37584797785286,0.0986648225710721,1.18246492561356,1.56923103009216
1500,58,1,0.678011361015772,91012.4837098506,1.58706661570269,0.0994593922110299,1.39212620696907,1.78200702443631
1500,59,1,0.820804121293875,236590.680842656,1.58680143444803,0.0934154047751557,1.40370724108872,1.76989562780733
1500,60,1,0.693885930664313,79291.9604792736,1.8210948734152,0.108870472344974,1.60770874761905,2.03448099921135
1500,61,1,0.458806945036497,75069.6548245282,1.35502491268322,0.092945939839824,1.17285087059716,1.53719895476927
1500,62,1,0.727896991384335,49.9744203438767,1.59357658685447,0.0992835194629238,1.39898088870714,1.7881722850018
1500,63,1,0.725804978232566,15.9865858822131,1.58330315991006,0.096907338162055,1.39336477711243,1.77324154270769
1500,64,1,0.475290373431928,146328.365808818,1.8725216371697,0.142268250940124,1.59367586532706,2.15136740901235
1500,65,1,0.614021280742638,568514.245839628,1.56504891231966,0.101366751373884,1.36637007962685,1.76372774501247
1500,66,1,0.639120673805653,50.0424938830744,1.55021068340936,0.0999883306808534,1.35423355527489,1.74618781154384
1500,67,1,0.707057701142915,15.8846021798185,1.33285728245503,0.108033159722186,1.12111228939954,1.54460227551051
1500,68,1,0.761957428099758,26970.6876081676,1.36105712165647,0.103865450909631,1.15748083787359,1.56463340543935
1500,69,1,0.913561145583321,15.685179778701,1.46427121975218,0.100540658813448,1.26721152847782,1.66133091102653
1500,70,1,0.722200863311088,258380.794038178,1.71405610730105,0.104634142204911,1.50897318857943,1.91913902602268
1500,71,1,0.50681671608421,16.1276316251107,1.36367492137898,0.0989690585649484,1.16969556659168,1.55765427616628
1500,72,1,0.881292177651476,15.379489413682,1.57536213665545,0.102608581706389,1.37424931651093,1.77647495679997
1500,73,1,0.863411714395819,61.3767354932909,1.52984555134285,0.102484131742781,1.328976653127,1.73071444955871
1500,74,1,0.382721516561016,3725041.00733913,1.64584031403142,0.105590494492505,1.43888294482611,1.85279768323673
1500,75,1,0.557397057689725,62.1441018597176,1.47430909476262,0.100987623760009,1.27637335219301,1.67224483733224
1500,76,1,0.493596797704583,20421.9108413725,1.48595978505762,0.101547854630907,1.28692598998104,1.68499358013419
1500,77,1,0.152386262646485,125410261.756787,2.90895730663371,0.259492951858139,2.40035112099176,3.41756349227566
1500,78,1,0.858660080592533,27447.9764951273,1.49933154730103,0.109597997775655,1.28451947166074,1.71414362294131
1500,79,1,0.175665511283664,1769094.05908979,2.87610230500089,0.243719043843831,2.39841297906698,3.3537916309348
1500,80,1,0.912699807634926,15.9678222074591,1.49715840260053,0.103141605930813,1.29500085497613,1.69931595022492
1500,81,1,0.431635639072301,12089405.7000085,1.80753885156111,0.120229584351599,1.57188886623198,2.04318883689025
1500,82,1,0.118297231483439,21796600.7047745,2.395911306978,0.372977312876475,1.66487577374011,3.12694684021589
1500,83,1,0.264448793078939,1797004.84074118,3.80591631430089,0.26514869695256,3.28622486827387,4.32560776032791
1500,84,1,0.816205811778456,44044.4956596789,1.57733733308087,0.106954377607771,1.36770675296964,1.7869679131921
1500,85,1,0.748784635308688,53.3515758148986,1.51812420654349,0.0975618352193883,1.32690300951349,1.70934540357349
1500,86,1,0.751854064213515,14.5292168259054,1.27989175544913,0.105757269558476,1.07260750711452,1.48717600378375
1500,87,1,0.86697438162868,47897.5790424593,1.41082746593378,0.102465847564046,1.20999440470825,1.61166052715932
1500,88,1,0.352377065919636,1592097.03631511,2.79758008407293,0.207426914591215,2.39102333147415,3.20413683667172
1500,89,1,0.183137510064426,1601201.31264716,4.19808244490357,0.292801604068614,3.62419130092909,4.77197358887805
1500,90,1,0.592601784875021,54.0543491961053,1.55871057155217,0.110610119597333,1.3419147371414,1.77550640596294
1500,91,1,0.283705040406128,4594641.69367935,2.73399206712348,0.237180174157296,2.26911892577518,3.19886520847178
1500,92,1,0.334636914291996,6311566.702547,2.97207669146858,0.22187489934947,2.53720188874362,3.40695149419354
1500,93,1,0.72625829619317,16.8996348799123,1.51323710288991,0.0970832638658427,1.32295390571286,1.70352030006696
1500,94,1,0.485323103055535,14.8406599308075,1.36234461552065,0.101727459324474,1.16295879524468,1.56173043579662
1500,95,1,0.589579410183542,133684.914331718,2.0076827596119,0.132799624126207,1.74739549632453,2.26797002289926
1500,96,1,0.435942233861995,41350.2506907345,2.80736633723965,0.195743736942649,2.42370861283206,3.19102406164724
1500,97,1,0.353010153550033,5027891.46944141,1.65028107300552,0.10930542816985,1.43604243379262,1.86451971221843
1500,98,1,0.616785416853294,69.7852800669624,1.5608340281851,0.093899990014368,1.37679004775694,1.74487800861327
1500,99,1,0.28410322393939,163078.819034165,2.72173120907797,0.20803204775122,2.31398839548558,3.12947402267036
1500,100,1,0.596829826658184,36556.2384989946,2.36037181197311,0.151791511506851,2.06286044941968,2.65788317452654
1500,101,1,0.319182391225178,290544.449486222,2.52801774726405,0.199739655081418,2.13652802330447,2.91950747122363
1500,102,1,0.217752031622132,38782545.8791858,2.23261362915462,0.179913233394798,1.87998369170081,2.58524356660842
1500,103,1,0.876067872735565,69487.861684279,1.6120446813162,0.102949306719208,1.41026404014655,1.81382532248585
1500,104,1,0.614006899947612,48.0083947509114,1.47791949721134,0.0983616735601997,1.28513061703335,1.67070837738934
1500,105,1,0.698129303746039,424.120386367451,1.55657490923862,0.0958575932217821,1.36869402652393,1.74445579195332
1500,106,1,0.66894833026633,330.983243160243,1.43502661162029,0.103490245753301,1.23218572994382,1.63786749329676
1500,107,1,0.494197003569716,19298.1000370326,1.40779473042241,0.0930566995373943,1.22540359932911,1.5901858615157
1500,108,1,0.52910701326371,1614303.59023591,1.74548099145703,0.10767804250046,1.53443202815613,1.95652995475793
1500,109,1,0.698137263364338,6815.05017227614,1.49702931018415,0.101882667604611,1.29733928167911,1.69671933868919
1500,110,1,0.642457912052258,44.7779011582547,1.55720314103758,0.0961364640077784,1.36877567158233,1.74563061049282
